,0
41,"   Whitney and her fellow front-line workers have risked their own lives for nearly two years, working around the clock to keep Kansans safe"
42,"    Please know how grateful I am, how grateful Kansas is, for your dedicated service"
43,"   In every corner of our state, ordinary people continue to do extraordinary things"
44,   The Kansas spirit of neighbor-helping-neighbor has never been stronger
45,   The people of Kansas are getting back on their feet
46, The state of Kansas is getting back on track
47,"   However, right now, and likely for the next few months, the threat of COVID-19 remains, particularly for the unvaccinated and the immuno-compromised"
48,"   While the long-term outlook is much more positive with the new Omicron variant, our hospitals and nursing homes have sounded the alarm"
49,  Rising case numbers from the winter holidays and Omicron have created the toughest surge the medical community has faced since the pandemic began in 2020
50,"   Last week, I issued two new executive orders that create staffing flexibility to keep residents, patients, and staff safe"
51,    It will be imperative that we work together to quickly extend my orders through legislation to help our nursing homes and our hospitals
52,"    For those of you watching at home, I ask that all of you think of your family, your friends, and our front-line health care workers"
53,"    Page 3 of 21  Help each other by getting vaccinated, getting your children vaccinated, and getting the third shot"
54,   This is how you keep yourself - and those around you - healthy
55,  We owe it to each other
56,"  Folks, we are going to get through this"
57,"   Since we began the fight against this pandemic, we've taken a clear-eyed, balanced approach - acting responsibly to stop the spread of the virus, while also ensuring that our Kansas economy grows and stays strong"
58,"   And because we managed our budget responsibly and saw record economic growth and investment in our state, I'm now proud to say we have the largest budget surplus in the past 40 years"
59,  That's the largest surplus in 40 years all while balancing the budget and fully funding our schools
60,"   Whereas, just a few years ago, Kansas was making headlines for its budget mis-management - I believe Kansas is now the most fiscally responsible state in the nation"
61,   We've paid down state debts
62,"   And we're adding $600 million dollars to the state's Rainy Day fund, the most money that's ever been put in there"
63,    Growing the Rainy Day Fund is the responsible thing to do
64,   To make sure critical services like schools and law enforcement are always funded even if our economy takes a turn for the worse
65,"   Because we've managed the budget so responsibly, I was proud to announce that every working Kansan who filed taxes in 2021 will get a $250 dollar rebate this year - $500 dollars for married couples filing jointly"
66,"    That's money back in your pocket to pay for child care, to take your family on a mini-vacation, or to buy groceries"
67,   Page 4 of 21  While we’re on the topic of groceries…
68,   Here's something we all know: Food in Kansas costs families way too much
69,"   And even as we sit here with a record surplus, Kansans continue to pay higher taxes on groceries than anyone in the country"
70,   It makes no sense
71,"   For years, many of us, on both sides of the aisle, have been calling for an end to the state's sales tax on food"
72,"   Now, with this surplus in the bank and increased revenue because of our economic growth, we can finally, responsibly, afford to totally eliminate the grocery sales tax"
73,"   I've called on the legislature to send a bill to my desk to end this tax, once and for all"
74,"   It will save Kansas families hundreds, perhaps thousands, of dollars a year"
75,   This is a commonsense policy on which Democrats and Republicans can completely agree
76,   The only obstacle that could block this legislation is the same type of toxic political games that have poisoned Washington D
77,C
78, …
79, where denying a political opponent a win has become more important than getting things done for the people they represent
80,   We are better than that in Kansas
81,   Let's not overcomplicate this
82,"   The essence of the bill can be summed up in 13 words:   We hereby eliminate the state sales tax on food in Kansas, effective immediately"
83,   Just 13 words
84,"   Send me a clean, bi-partisan bill, that eliminates the state sales tax on food by Kansas Day, January 29th"
85,   I'll sign it the moment it hits my desk
86,   Page 5 of 21  We must not delay
87," Every day we delay costs Kansas families money, each and every day"
88,    It will be a win for every one of you in this room
89," And, much more importantly, a win for working Kansans"
90,"  And, we know working families need a break, particularly, after the last two years"
91,"   This pandemic has created so many strains, so many stressors, and so many challenges, we simply cannot let it derail the careers or the dreams of our young people"
92,   That’s why we have remained laser-focused - to protect their futures
93,    That meant upholding my promise to bring fiscal sanity back to our state government
94,"    It wasn’t easy, and not a day has gone by that I haven’t been tasked with making tough financial decisions"
95,    But our resolve to keep the state checkbook balanced is paying off in a big way
96,    Today I'm announcing that my budget includes a total freeze on college tuition increases
97,   You heard that right
98, No tuition increases whatsoever
99,    This virus took something from our students
100," And, we are going to give them something back"
101,"    Again, it’s a huge win for our young people and for all working Kansans"
102,    These are the types of things we can do when our state's economy is growing the way it is
103,   And it is economic growth we should all be proud of
104,"   Look at where we are…     We've created more than 30,000 new jobs"
105," That's 30,000 - even during a pandemic"
106,   Our unemployment rate has been below 4 percent for over a year
107,"   And in 2021 alone, the private sector invested nearly $3"
108,8 billion dollars in new facilities and equipment
109, Page 6 of 21    That's a new state record
110, By a long shot
111,   That means: new businesses coming to our state
112,   Existing businesses expanding
113,   Big companies opening new divisions
114,   Small businesses hiring new employees
115,   It means jobs for Kansans living in our cities
116,   And in our suburbs
117, And in our rural communities
118,   Our small businesses are growing
119,"   Our big companies are hiring hundreds of new employees and expanding, like Hilmar Cheese in Dodge City, Superior Boiler in Hutchinson and the Schwan's Pizza Plant in Salina"
120,"   And big national companies, like Urban Outfitters, are choosing to build distribution centers here - because we have a strong economy and the best workforce in the nation"
121,"   Listen to this…   Over the past three years, we have secured a total of more than $7"
122,6 billion dollars in new business investments in Kansas
123,   That's more than any previous administration's total in the entirety of their first term - and we still have another year left
124,"   Remember several years back, Kansas was in the national news for all the wrong reasons"
125,"   Well, in 2019, we were back in the national news - but this time as CNBC's Comeback State of the Year"
126,"   And in 2021, Kansas was recognized with the prestigious Gold Shovel Award - a national award given to Governors who lead the way in attracting job-creating investments to their states"
127, Page 7 of 21    There's more economic opportunity in the state of Kansas today than at any time in our history
128,"  And Kansans should really take pride in the role they have played in helping our state and, all of the nation, successfully navigate through this pandemic"
129,    Everyone here knows this: Kansas processes 25% of the nation's highest quality beef
130,"    If our meatpacking plants had shut down during the pandemic, it would’ve created a food crisis for our entire country"
131,   We really couldn't let that happen
132,"   So, during those first days and weeks of the pandemic, I partnered with then-Senator, Pat Roberts, who was chair of the senate ag committee"
133," Together, Senator Roberts and I worked with President Trump to make sure our meat-packing plants stayed open, safely"
134,"    It wasn't about political party, it was about keeping Kansans who feed our nation, and the world, on the job"
135,"   As a result, Kansas was the only state in the nation to keep our major meatpacking plants open during the entirety of the pandemic"
136,"   I'd like to thank our federal delegation, particularly Representative Sharice Davids and former Senator Pat Roberts, for their hard work in making that happen"
137,"  After all, we know that the agriculture industry is the lifeblood of our economy"
138, And farmers are truly the heartbeat of our state
139,"   Right now, our hearts go out to the Kansas farmers and ranchers who have lost their livestock, their crops, and even, in some cases, their own homes to wildfires"
140,"   I want you to know we're doing everything in our power to provide relief to restore your livestock, and rebuild your farms, your ranches, and your lives"
141,  With us here tonight is Russell County Emergency Manager Keith Haberer
142,"  Keith, could you please stand for a moment"
143,   Page 8 of 21  Keith has been a firefighter and an emergency manager in Russell for more than 20 years
144,"   During the recent wildfires, I witnessed how hard Keith worked to help the people in his community stay safe"
145,   For weeks he’s been working nonstop
146," He coordinated the county’s response to the raging fires and delivered resources to the families, farmers and ranchers who were impacted by the devastation"
147,"   He is one of the thousands of first responders all across the state: our firefighters, our law enforcement, our national guard, and our EMTs, who step up when a crisis hits"
148,"   Thank you Keith, for your service to your neighbors and to your community"
149,"   Our farming and ranching families are lucky to have men and women like Keith, who stand ready to provide support when times are tough"
150,    This administration is equally committed to supporting our agriculture industry
151,"     Whether it is through:   Being the only Democratic Governor in the country to support the USMCA trade agreement;   Responding to COVID-related challenges;    Or adding Short Line rail projects to move product to market more cost effectively, more efficiently"
152,"  But still, we know that farming isn't getting any easier – particularly with the natural disasters and global supply chain challenges"
153,"    But we also know, our farmers and ranchers are the most resilient people on earth"
154,"   As I travel across Kansas, the stories I hear are so inspiring"
155,"   Farmers like Vance and Louise Ehmke, owners of Ehmke Seed in Lane County"
156,"   They took over the family farm in the mid '70s, as the fourth generation of Ehmkes to operate it"
157," Page 9 of 21    Now Louise is a Democrat from California, and Vance is a Republican from right here in Kansas"
158, The two met while students at Bethany College in Lindsborg
159,"   Recently, the Ehmkes celebrated 50 years of a happy, bi-partisan, marriage"
160,    And they’re with us tonight
161," I’d like to have Louise and Vance, representing all Kansas farmers and ranchers, please stand to be recognized"
162,"   You know, Louise and Vance are still out there each morning with their fellow farmers and ranchers, rain or shine, snow or sleet"
163,"    That toughness, that grit, that sense of pride, so often passed from one generation to the next …"
164, that's what makes Kansas farmers so special
165,"  Now, looking ahead, I’m excited to share with you that my budget this year also restores full funding to the State Water Plan for the first time in 15 years"
166,"  The water plan is a five-year blueprint for action that will ensure that we have a reliable, quality water supply to support not only the needs of Kansas communities, but a thriving farming economy"
167,"   Because everyone in this room knows, as I do, that agriculture built the Kansas economy, and it will always be the backbone of our state"
168,"    And, despite all of the obstacles that our farmers and ranchers have faced, and thanks to their unrivaled persistence, Kansas is on its way to another record year of agricultural exports"
169,"   In fact, we’ll surpass the $4 billion-dollar mark in exports for the second consecutive year"
170,   A feat not accomplished in nearly a decade
171,   Four billion dollars
172, That's a big deal
173,  Growing our rural economy has been a major focus of my Administration
174,   Our efforts to rebuild our rural economy began day one when we established the Office of Rural Prosperity
175,    Page 10 of 21  We then moved expeditiously to re-start the Kansas Mainstreet program - to help our rural communities keep their downtowns vibrant
176,"   We cherish our Main Streets - as the heart of our communities, the cultural centers of our communities, and as their economic engines"
177,"     And, if we've learned anything these past couple of years about doing business in this day and age, it's that if you don't have access to high-speed Internet – you are going to get left behind"
178,"   When I got into office, Kansas was way behind the eight ball on broadband development"
179,"   The state had no roadmap, no funding, and no plan"
180,"    So, we established the Office of Broadband Development, and now, we have expanded internet access to over 50,000 new households and businesses"
181, We’ve connected rural communities that were frustrated for years by the lack of access
182,"   During the pandemic, hotspots were strategically deployed to ensure that our students in low-income households could continue their education remotely"
183,"    We won't stop until every Kansan who wants, or needs, high-speed Internet has access to it"
184,"   For as much as rural Kansas - all of Kansas for that matter - needs a strong information superhighway, they also need better actual highways"
185,"   The type you drive on to get your product to market, to get to work, or get your kids to school"
186,"    Sadly, for the past 10 years, politicians have taken money that was supposed to go for roads and bridges and instead used it to clean up the mess created by the tax experiment"
187,    The highway fund became known as: “the Bank of K-DOT
188,"”   Well, it's not a bank"
189, It's been a slush fund
190,"   And this year the slush fund goes away, and the “bank” closes for good"
191,  We'll make sure that money meant for roads and bridges is actually used for roads and bridges
192," Page 11 of 21    We have already completed numerous projects across Kansas, and many others are in the pipeline"
193,   They are important projects like:     The widening of U
194,S
195, 69 from a two-lane to a four-lane expressway in Crawford and Bourbon Counties
196,"   This project completes the much-needed, long-overdue, 4-lane highway from Kansas City to Pittsburg"
197," A promise made years ago, and, now, finally kept"
198,"    Late last year, we announced design modifications in Johnson County for K-10 that will improve a stretch of highway serving 65,000 drivers per day"
199,"   In Wichita - the state has partnered, for several years with the city, the County, and the federal government to finish the $86 million North Junction project"
200,"   When completed, it will, finally, alleviate Wichita's worst bottleneck"
201, Every member of the Sedgwick County delegation sitting here tonight knows exactly what I’m talking about
202,   Now new road projects like North Junction don't always create splashy headlines
203,   But they do make communities safer
204,   They do create jobs
205,   They do stimulate economic activity
206,"   And, they change the very quality of life for residents who rely on these roads every day"
207,"   While we’re on the subject of improving quality of life for the people of Kansas, we cannot forget about our health care systems and our hospitals"
208,"   For years, we've debated Medicaid expansion…"
209,
210, round and round
211,"   Folks, medicaid expansion is the quickest, the easiest, and the most common sense way to help Kansans"
212,"   And we’re not just talking about 150,000 Kansans accessing quality, affordable health care"
213," Page 12 of 21    The fact is, communities can’t grow or survive if their hospitals close"
214,   Kansas has lost five hospitals in recent years
215,   We can’t afford to lose another
216,   We owe it to our rural families and businesses
217,"   Medicaid expansion won’t just protect small towns and their residents, it will keep health care professionals from moving to neighboring states - most of which are Red states - all of which have expanded Medicaid"
218,"   Right now, we’re the stubborn, self-defeating, state in the middle of all of them, we are sabotaging our rural communities and their efforts to recruit new jobs and residents"
219, We are shooting ourselves in the foot
220,   Medicaid expansion is something we can do right now
221,   It is well past time
222, Let’s get this done
223,  A strong health care system will always be a hallmark of a healthy state and a healthy economy
224,"   Just as important, however, is the strength of our public education system"
225,"   Four years ago, when I ran for office, I ran to be the Education Governor"
226,"    After years of budget cuts and neglect, Kansas needed one"
227,"   And, now, I am proud to say, that for the Fourth straight year: we are fully funding our public schools"
228,"  And, we are doing it with a balanced budget"
229,    Because it's not an either-or
230,"    We can balance the budget while also funding our schools, fixing our roads and bridges, funding other essential services, investing in economic development"
231,    Page 13 of 21  The full funding of our schools is something everyone in this Chamber can celebrate
232,"   But, I also know that, for these past couple of years, during the pandemic, the challenges facing our schools have gone way beyond just funding"
233,"   Last year, in my State of the State, I spoke directly to teachers - who - nearly overnight - reinvented the way they taught, doing whatever it took to educate our children during the pandemic's worst days"
234,"   We’ve worked hard to get everyone back in the classroom, but the job of a teacher hasn't gotten any easier"
235," If anything, it’s more difficult and more stressful"
236,"   Teachers have always deserved our deepest gratitude, our respect, and our support"
237,"   To all the Kansas teachers out there, we thank you"
238, We applaud you
239,"   This year, I'd also like to take a moment to speak directly to Kansas parents"
240, Especially those with school-aged children
241,   You have been through a lot these past couple of years
242, A whole lot
243,"   Now I have two daughters, both well out of the house - thank goodness - but I often think about what it would have been like if they were still young and had been at home during the pandemic"
244,    I know it would have been incredibly hard to balance their education and my job
245,"   It would have been hard dealing with their losses not being able to hang out with their friends, not going to birthday parties, not participating in graduation ceremonies"
246,"  And with this virus, particularly because it has gone on for so long, sometimes, you feel like there's no right answer"
247,"   When all you really want is to do right by your children, to have a voice, to have a say, in the decisions that impact their lives"
248,   I want you to know that I’ve heard you
249," I have approached decisions I’ve made not only as a Governor, but also as a parent"
250,"  Page 14 of 21  I know, with all the ways this virus has changed and keeps changing our lives it can be difficult to keep up"
251,   This has been unchartered territory
252,   This pandemic has deprived our kids of a normal childhood for far too long
253,"   That’s why our Department of Wildlife and Parks, together with our Tourism Division, partnered with the State Department of Education to launch the Kansas Sunflower Summer program"
254,"  This program provided kids and their families the opportunity to visit all of our state’s first-class attractions: our museums, our parks, our zoos:free of charge"
255,"    In total, more than 70,000 Kansans participated in the program"
256," Sunflower Summer was so successful that we have every intention, to not only do it again next summer – but also to expand it"
257,"     Our schools are now open and they will stay open, but the Sunflower Summer program helped make this uneasy time a little more manageable, a little more affordable, and a little more normal"
258,"  Back in the classrooms, we also know our kids are feeling the lingering effects of the pandemic"
259,   Not every parent has the means to help their children get the attention or the tools they need to fill the learning gaps created by the pandemic
260,"   Just yesterday, we announced a bipartisan agreement to allocate $50 million dollars in Learning Recovery Grants for students who need that extra help to get caught up"
261,"  These grants will give parents the ability to sign their kids up for counseling, tutoring, summer camps, whatever their child needs to close the learning gap"
262,"   We can’t turn back the clock on the last two years, but we can lay out the path to support parents and put students in the best position to find success"
263,   Another thing on the minds of parents these days is not having to worry about their child’s safety
264,    Page 15 of 21  I know I’m speaking for parents when I say that the world is a whole lot bigger and much more complicated than when we were growing up
265,"   We sense it as leaders as well, and I’ve made protecting children and keeping them safe a top priority as Governor"
266,    That starts by supporting our law enforcement officers
267,  My budget contains historic levels of funding for law enforcement
268,"  Funding that will provide better equipment, better training facilities, and greater public safety"
269,  And for our state highway patrol - a much deserved pay-increase
270,"  We're also increasing funding for evidence-based juvenile delinquency programs, so we can reach these kids before it's too late and keep them out of the system"
271,"     There’s no question that as the world has changed, it has become harder to be a kid"
272,"   From social media pressures, to life during a pandemic, growing up in 2022 is a lot more complicated, and difficult"
273,"    Imagine, dealing with all that they have to deal with - and what’s happened over the last 2 years - while also being a child in foster care"
274,"   When I took office, our foster care system was a mess"
275,"    It was an embarrassment, it was immoral and it did not reflect how Kansans value and cherish their children"
276,     It wasn’t going to be easy
277,"   But I knew if we were going to create real accountability, that we would have to pull the curtain back and do a full, honest assessment of our foster care system and make the necessary and critical changes, to protect our kids"
278,"  And after three years, we have made significant progress"
279,   Page 16 of 21  We have decreased the number of children in foster care by over 15 percent
280, That’s one thousand fewer kids in the system
281,    That progress started with the tireless work done by Secretary Laura Howard and her team at the Department for Children and Families
282,"    They studied the mistakes of the past and they took an intentional approach, to move the state away from a child welfare system and toward a child and family well-being system"
283,"    Secretary Howard directed the agency to focus on things like kinship care, where a child is placed with a family member or a very close family friend, instead of being placed in the system"
284,    Kansas was also one of the first states in the nation to implement the Family First Prevention Services Act
285,"    This program provides support services for struggling parents to increase their ability to care for their own children, in their own home, rather than in the foster care system"
286,"    Just last year, I signed an executive order creating the Division of Child Advocate"
287,    The Child Advocate will ensure that the progress we have made is not fleeting or subject to political manipulation
288,"    The advocate will ensure an independent, accountable system to investigate complaints, to help families navigate a very complex system, and act as a data-resource for further improvement of the system"
289,"   Most importantly, the child advocate will make sure kids in our care are healthier and safer"
290,   The Division of Child Advocate has been a deeply bipartisan effort and would not have been possible without the support and input of legislators and stakeholders on both sides of the aisle
291,"   I know some of you here have spent years working to get this issue over the finish line, and I'm grateful for your efforts"
292,"   Likewise, an area where we should be able to find common ground is our state's mental health system"
293,"   Page 17 of 21  Whether we talk about children or their parents, veterans or farmers, small business owners or health care workers, this pandemic has exacerbated mental health challenges for so many Kansans"
294,"   That's why I've included additional funding in my budget, to make it easier for local communities to provide critical mental health services closer to home, and reduce the strain on our law enforcement agencies, our jails and our hospital emergency rooms"
295,   It will save lives and it will protect our communities
296,"   I know many of you care deeply about this issue, and I look forward to working with you to create a mental health system in Kansas that is second to none"
297,"   Speaking about second to none, as you all know, just last month, we lost our proudest native son, Bob Dole"
298,   Senator Dole was a passionate voice for Kansas
299," He was also a passionate voice for an entire generation, the greatest generation"
300,"   In fact, it's because of people like Bob Dole that the greatest generation got its name"
301,"   Senator Dole once told us: “In politics, honorable compromise is no sin"
302, It is what protects us from absolutism and intolerance
303,"”   Senator Dole also said: “When it's all over, it's not about who you were, it's about whether you made a difference"
304,”   These are words we should all keep close to our hearts
305,   Whether you made a difference
306,"   Now, if you only looked at social media, you'd think nothing gets done around here, at all … just a bunch of bickering"
307,   But the truth is - that's not the case
308,"   Thanks to the good work of the people in this Chamber, I have signed 187 bipartisan bills"
309,    Let’s look at the list:   Page 18 of 21  •  •  •  •  •  • A bi-partisan bill to fully fund our public schools
310," A bi-partisan transportation plan, which will lead to 130 new infrastructure projects"
311," A bi-partisan scholarship program for our students in high-demand, high-skilled fields"
312, A bi-partisan bill that extends the tax credit program that helps Kansas start-ups succeed
313, A bi-partisan bill to support our military families and encourage them to stay in Kansas
314,  A bi-partisan emergency loan program to help families and businesses pay their utility bills when they skyrocketed last February
315,   The list goes on and on
316,"   When we think back several years, and reflect on why things in Kansas went so far in the wrong direction, it’s because we weren’t prioritizing what Kansans want and what they need"
317,"    Kansans want their government to focus on the day-to-day needs that most of us can agree on - and not on the ideological issues, or the culture wars, that divide us"
318,   That means they want:   New businesses that bring good jobs
319,   Strong public schools
320,   Roads that don't wreck their cars
321,   Safe communities
322,   Access to basic health care
323,   A balanced budget
324,"   Page 19 of 21  And when possible, and when responsible, tax relief to help working families"
325,"   When I talk to Kansans from all political parties in all corners of the state, the most common theme I hear is: “I am so sick and tired of all the political fighting"
326,"”   And usually, they're not talking about the people in this building"
327,   They're talking about in their own lives
328,   And the feeling that politics now dominates everything
329,   The friendships that are being torn apart
330,   Social media feeds you're afraid to look at anymore
331,   Family members you can barely talk to
332,    Politics rearing its ugly head in our children's schools
333,"   I'm sure all of you in this room can think of people in your lives who, just a few years ago, you could have a civil conversation and talk about the issues of the day - and now, you really can't"
334,   It's all become so toxic
335,   Now the people in this Chamber didn't cause this problem
336, Much bigger forces are at play
337,   But the people in this Chamber can be part of the solution
338,   We can turn down the temperature
339,   We can be civil and compromise
340,   We can be role models for our children
341,    We can put allegiance to Kansans ahead of allegiance to political party
342,   We can be as good and as decent as the people who sent us here
343,"  Now, some of you may know that I am a baseball fan"
344,"  Page 20 of 21    And one of the great joys of my life was spending a day, 20-some years ago, with the great Buck O'Neil, at the Negro League Museum"
345,"   Buck was an iconic player for the Kansas City Monarchs, but his larger contributions to baseball and to this country came in his later years, when he lead the campaign to establish the Negro League Museum"
346,"   He did it to make sure we never forget those players, the injustices they faced, and their rightful place in history"
347,"    Buck passed away about fifteen years ago, at the age 94"
348,"   Just a few weeks ago, we learned that Buck was, posthumously, voted into the National Baseball Hall of Fame to, finally, be honored alongside the game's very best"
349,"    Long overdue in my opinion, and it's a shame he wasn't alive to see it"
350,"   But Buck was an eternal optimist, even toward the end of a life that had had so many hardships"
351,   One of Buck’s more delightful sayings was:   “Hold hands with the person next to you
352," That way, they can't get away"
353, And neither can you
354,"”   So, let us all hold hands these next few months"
355,   And not let go until we finally get things done
356,   God bless our great and beloved state of Kansas
357,    Thank you and goodnight
358,   ### Page 21 of 21  
