,0
74," The voice of a leader is effective, not just loud"
75, Page 3 of 9 Every day I endeavor to live up to the example of my mentors
76," That is what the people of Idaho deserve from their Governor, and it is what they deserve from all those elected to public office"
77,  I have a plan for Idaho – a path to give back our record budget surplus to Idahoans through continued tax relief and strategic investments where they make the biggest difference in their daily lives
78,  My plan is called LEADING IDAHO
79,   My plan is rooted in a longstanding conservative principle – fiscal discipline
80," For the first time in state history, Idaho was upgraded to a Triple-A credit rating"
81," It is an achievement that will save taxpayer dollars and, importantly, reflects our dedication to conservative, responsible budgeting"
82,  Earlier today I delivered a budget that is balanced and holds the line on spending
83,"   My budget pays off state building debt, saving taxpayers tens of millions of dollars in interest payments"
84,  My budget also puts us on a path to pay off all known deferred maintenance needs – those backlogged repairs needed in our infrastructure – over the next ten years
85,"  And my budget bolsters our rainy-day funds to a record level, putting more than $1 billion in the bank to guard against future downturns"
86,  We must be even more vigilant in perceived times of plenty to make decisions that are prudent and will withstand the test of time
87," We did not spend our way to a surplus, and budget surpluses must never become an excuse for wasteful spending"
88,   There’s no better feeling than giving back to hardworking Idahoans more of what they earned
89,"   To date, in my first term, we have cut nearly $1 billion in taxes"
90,   Let me repeat that
91," Together, we have given back nearly $1 billion to Idahoans through income tax relief, property tax relief, and relief from unemployment taxes on Idaho businesses"
92,"   And today, I am proposing we double down on our efforts"
93,  I propose we return more than $1 billion in income tax relief to Idaho taxpayers over the next five years!   Page 4 of 9 And let’s not wait
94," Right now, Idaho families are forced to pay more for food, gas, and everyday goods as inflation swells under Biden’s watch"
95," Poor handling of the economy, oppressive regulations, and a bloated federal budget have all contributed to inflation rates we have not seen in 40 years"
96,"   With Bidenflation exploding, let’s immediately pass $600 million in income tax relief that we can get back into the wallets of all Idahoans this spring!  I propose $350 million in immediate rebates and $250 million in ongoing income tax relief, allowing working families to keep more of what they earned and free them from the penalty of living with historic inflation"
97,   We cannot delay in deploying this investment in working families
98,"   We must also support Idaho’s small businesses, the backbone of our economy"
99,"  Last year, we strengthened our unemployment insurance trust fund, making it one of the most solvent funds in the country"
100, Doing so led to a $200 million tax cut for Idaho businesses
101,"  I propose we lock in these lower rates for the next two years, saving Idaho businesses $64 million so they can continue creating good Idaho jobs"
102,"  Some say we shouldn’t cut taxes, that we have to choose between cutting taxes and meeting important needs within our state"
103,  This is false
104,   My budget shows we can do both
105," We can spend less than we bring in, offer tax relief, and fund the top priorities – education and infrastructure"
106,"   More than 130 years ago, the founders of our state in writing the Idaho Constitution recognized the stability and endurance of our republican form of government depends mainly on “the intelligence of the people"
107,”   A person’s education starts in the home
108," Parents are in the drivers’ seat, as they should be and always will be in Idaho"
109,  The children today will become the workforce of tomorrow
110," They will be the engineers, loggers, doctors, farmers, construction workers, entrepreneurs, teachers, truckers, you name it"
111, We want our Idaho students to receive a strong foundation of learning now so they can stay here and make our state strong for future generations
112,  And Idaho schools partner with parents in the education of their children
113,"   Page 5 of 9 That’s why I propose making the largest investment in Idaho education, ever"
114,   My budget adds $1
115,1 billion over the next five years to improve Idaho education
116,   And it all starts with literacy
117," Today, I propose adding $47 million in ongoing funding to literacy programs – to build on the reading success that parents instill at home"
118," Local school districts across Idaho, with input from families, will decide how best to deploy the resources"
119,  Literacy has been my top priority because it just makes sense
120, Our investments in education later on will have more impact if we can work with families to get more students to read proficiently early on
121,  Adding these investments now will increase state literacy funding five-fold since I took office just three years ago
122,  I cannot think of a more “back to basics” investment that will make a meaningful difference in students’ lives today and for years to come
123,  The key to strong schools is parental involvement
124," Our system of public education in Idaho is locally driven, and the system works best when parents and families engage"
125,"  Parents partner with teachers in the education of their children, and we cannot meet our commitment to our students without supporting the people who teach them in the classroom"
126,"  If you’re running a business, you know you can only attract and retain dedicated, quality workers by paying them competitively, offering good benefits, and making them feel valued"
127,  Our educator workforce is no different
128,   My budget invests in these partners – our teachers – which ultimately serves Idaho families
129,  The pandemic pushed many parents toward new ways of meeting the educational needs of their children
130," Last year, we served 18,000 Idaho families and 46,000 students with grants to help cover educational needs outside the classroom"
131,"  And now, to build on our success, I am proposing $50 million for the new Empowering Parents grants"
132," The grants will cover things such as computers, tutoring, internet connectivity and other needs so students have the best chance for success"
133,"   The Empowering Parents grants put families in control of their child’s education, as it should be"
134,"   Page 6 of 9 My Leading Idaho plan also makes other key investments to support law enforcement, our veterans, our valued members of the Idaho National Guard, and safe and secure elections"
135,  I want to add more than $60 million to address needs within the Idaho State Police
136, Idaho is a state that openly values its police officers
137," While others seek to “defund the police,” Idaho DEFENDS the police"
138, Idaho truly is a state that “backs the blue
139,”  I also propose we make the biggest investment ever in our State Veterans Homes - $75 million – to give our veterans better quality of life and improve services for them
140," Our veterans have done so much for us, and they deserve it"
141,  I also want to invest in the soldiers and airmen of the Idaho National Guard
142," My plan doubles our investment in scholarships for Guardsmen, which boosts our efforts to get more Idahoans to sign up for the Guard"
143," Military service has always been and always will be one of the most honorable ways for a person to serve their community, state, and country"
144, We are so grateful to our Guardsmen and all military service members and veterans for all they have done and continue to do to promote freedom and peace in our country
145,  We can honor the sacrifice of our military heroes by doing our part to make America as strong as possible – and we all know free and fair elections are the cornerstone of our democracy
146,   We’re very fortunate to live in Idaho where our elections are free of fraud
147, But there is more we can do to elevate Idahoans’ trust in their elections
148,"  Last year, I established my Cybersecurity Task Force to come up with new ways to protect Idaho from cyber-attacks and bolster election integrity"
149, My Leading Idaho plan implements recommendations from the task force
150,"  I am proposing $12 million to establish the new Cyber Response and Defense Fund to ensure the state is prepared to respond to any cyber-attack from bad actors in China, Russia, or elsewhere"
151,  I’m also pushing for proactive integrity audits to enhance transparency and confidence in our elections here in Idaho
152,"  We must make election integrity a priority, to give our citizens confidence that their vote matters"
153,  Idaho has a strong track record of giving back through tax relief and by making significant investments in the areas that impact Idahoans’ daily lives the most
154,"  Things like… clean and plentiful water for a strong agricultural sector; improved broadband access; increased medical capacity to support a healthy Idaho and our healthcare heroes; better access to outdoor recreation and improved land and fire management; and better  Page 7 of 9 opportunities through investments in career technical education, colleges, workforce development and housing, and childcare"
155,  The list goes on and on
156, My Leading Idaho plan will continue to invest in all of these important areas and many others
157,  Protecting Idahoans of all ages from the afflictions of mental illness and addiction led to the creation of the three-branch Behavioral Health Council in 2020
158, It was a step that is now helping Idaho families access the services they need when they need it most
159,"   Behavioral health issues affect Idaho’s corrections system, judicial system, hospitals, local communities, and schools"
160,"   Today, we are joined by Krista Gneiting, the brave teacher who confronted and disarmed a 12-year-old girl at school last May in Rigby"
161," Krista calmly took the gun away from a little girl in crisis, and then held her in her arms until police arrived"
162,"  Krista, please stand so we can recognize you for protecting everyone in the building that day and for your compassion with that sixth-grade girl"
163,"  As I know Krista can attest, there is a strong connection between safe communities and access to behavioral health resources for Idahoans of all ages"
164,"  Today, I am proposing we accelerate the implementation of the Behavioral Health Council’s recommendations by investing $50 million to improve behavioral healthcare across Idaho"
165," It is one step of many we will take to help prevent tragedy, improve lives, and make our communities safer"
166,  Another area where we are making real progress to improve safety is the time Idahoans spend on the road
167,"  Last year, together we passed the largest transportation funding package in state history"
168," Our sustainable transportation funding solution added historic amounts for new infrastructure to improve safety and ease congestion, giving all Idahoans more precious time with their families"
169,  And we did it without raising taxes
170, But we cannot stop there
171,"   The continued prosperity of our farmers, ranchers, and the folks who work in the woods depends on a safe, efficient system of roads and bridges"
172,  We cannot continue our record economic trajectory if our logging trucks can’t get across old bridges or we can’t get our farm products to market
173,   Page 8 of 9 My budget invests another $200 million in ongoing funding to fully address our known maintenance needs locally and statewide
174, I also propose we invest another $200 million in one-time funding to clear out one-third of the backlog of deficient bridges
175,    We have a once-in-a-lifetime opportunity to fully fund known needs – to maintain our roads and bridges permanently – with no new taxes
176,  I am unwilling to put the safety of Idahoans and the maintenance of our state’s roads and bridges at the whims of the feds
177," We must not look to Washington, D"
178,C
179, to solve our problems
180, Leading Idaho means addressing our own state’s needs
181," Together, we’ll show Washington, D"
182,C
183,", how to tackle transportation – by fully funding known gaps with no new taxes and providing long-term funding for long-term needs"
184,"  Ladies and gentlemen, the challenges of the past two years for many, including myself, have driven us to more frequent prayer and a closer relationship with our creator"
185,  And out of the hardships we have strengthened
186, We have kept things headed in the right direction
187,  We won’t spoil the once-in-a-lifetime opportunity before us to give the people back their hard-earned dollars through tax relief and make historic investments where they matter most
188,  We will stay focused on LEADING IDAHO
189,  I want to thank my family for their unwavering support
190, Family is the nucleus of all that is important in life
191, And our First Lady – her good heart is a source of strength and peace for our family and the entire state
192,   And I want to thank YOU – the people of Idaho – for Idaho’s success
193, You have proven you will always stand up for the strength and prosperity of our great state
194,  Thank you and God bless
195,  Page 9 of 9 
