,0
45,"com/?e=[UNIQID]&u=08cb3e52aa1308600f84d49ea&id=bea2fc25522/143/20/22, 9:37 PMSubscribeGovernor Reeves Gives State of the State AddressTranslatePast IssuesMississippi students are learning more, achieving more, and they are more prepared for aprosperous life"
46,   You all know how fond I am of data
47, I love it
48, I swim in it
49," It’s what I do for fun – and yes, Irealize how uncool that makes me"
50," In fact, just ask my teenage daughters if you have anydoubt about how uncool I am"
51,   But this is not merely data on a page
52, These numbers are real people
53, These are real lives thathave been transformed – and family trajectories that have been forever altered
54,   The Mississippi kids who have out-performed previous generations in the classroom are goingto make our state better as adults
55, We are talking about generational change in careers andhorizons – and it is happening in every corner of Mississippi
56,   I attribute these educational gains to three important factors
57," First, the parents and guardiansof our students"
58," Without you investing in your children’s educations, without you pushing themto be their very best, none of these gains would be possible"
59,   It all starts and ends with parents
60, Mississippi schools and teachers answer to parents
61, Theyare paid for by you
62, They work for you
63,"   It is shocking to me, that in some corners of this country, the basic right of parents to determinetheir child’s education is ignored"
64, We must strive to be better than that
65, We recognize that noclassroom can replace a parent’s care
66," Your voice should not just be heard, it should besought"
67, It should reign
68, All public servants answer to the people
69," In education, we answer tothe parents and as long as I’m governor, we always will"
70,   We’ve also seen these historic gains because of the conservative and effective educationreforms we’ve implemented over the last decade
71,   Expect more and you will get more
72, That is a lesson Mississippi has had to learn
73,   The rigorous reading standards that we put in place have transformed lives and the data proveit
74,"   Since those standards were created, we’ve experienced incredible gains in fourth gradereading"
75," Just a few months ago The Economist noted, Mississippi’s fourth graders rose 20places – from 49th to 29th – on the National Assessment of Educational Progress (NAEP), andin 2019 we were the “only state in the nation to improve its scores"
76,”   https://us11
77,campaign-archive
78,"com/?e=[UNIQID]&u=08cb3e52aa1308600f84d49ea&id=bea2fc25523/143/20/22, 9:37 PMSubscribeGovernor Reeves Gives State of the State AddressPast IssuesNow, I want to repeat that"
79," In 2019, Mississippi was the only state in the nation to improve ourTranslatescores"
80, The only state
81," Out of 50, we were the very best at improving reading scores"
82,   Students of all backgrounds are having academic success in Mississippi
83," According to 2019NAEP results, our students living in poverty are outperforming their peers nationally"
84," Black,white, and Hispanic students from low-income households achieved higher scores than thenational average in all four NAEP subjects"
85,"   For decades we were at the bottom, but now we are not"
86, It takes time to go from last to ﬁrst
87,"But Mississippi kids are on the move, and it is revitalizing our state’s future"
88,"   Now, they say imitation is the sincerest form of ﬂattery"
89," Well, all of you should be ﬂattered"
90,"Again, according to The Economist – and this is a direct quote – “Many states have noticedMississippi’s success and have passed similar legislation"
91,"”   When is the last time you heard that? From Pascagoula to Iuka and from Natchez to Tunica,every single person in Mississippi should be proud"
92,"   These education reforms and the gains they have wrought, is what happens whenRepublicans and Democrats come together"
93," When we set aside our differences, and focus onwhat matters most, there is no limit to what Mississippians can achieve"
94,"   That is why I am asking the legislature to keep it up, and to invest in math coaches, just as wedid for reading, to ensure that we continue to see improved results"
95,   The ﬁnal vital factor in our education gains is our teachers
96," Unlike other states throughout thepandemic, most of Mississippi’s teachers stepped up"
97, They did not cower in fear and refuse tocome into the classroom
98," In fact, it was just the opposite"
99," While other states resorted to Zoomfor years on end, Mississippi’s teachers took to the chalkboard"
100," When teachers in other statessaid, “no we won’t,” Mississippi’s teachers said, “yes we will"
101,"”   They did not walk out, they stepped up"
102, Now I want you to stand up for them
103, I would like foreveryone to take just a moment and give our teachers the applause they deserve
104,   Thank you
105,   As the great Mississippian B
106,B
107," King once said, “The beautiful thing about learning is that noone can take it away from you"
108,”   Those who pushed long-term school closures would have taken that opportunity away from ourhttps://us11
109,campaign-archive
110,"com/?e=[UNIQID]&u=08cb3e52aa1308600f84d49ea&id=bea2fc25524/143/20/22, 9:37 PMSubscribeGovernor Reeves Gives State of the State Addresschildren"
111," In other states, students remained out of the classroom and locked away from theirTranslatePast Issuesteachers and their peers"
112,   But we chose to not let that happen
113," Teachers in Mississippi did not, and will not, back downamid this unprecedented educational battle between a virus and a child’s right to learn"
114,   That is why we must give our teachers the pay raise they deserve
115,   Y’all know that I am a conservative
116, Many of you are too
117," As conservatives, we believe inrewarding hard work and success"
118, There is no doubt that Mississippi teachers ﬁt that mold
119,"   I’m conﬁdent that in this session, working together, we will get a signiﬁcant teacher pay raisedone"
120, It is my number one priority
121," Credit goes to where credit is due and in COVID-19,Mississippi teachers deserve the credit"
122,   There is one cloud on the horizon for our schools and it’s one that we need to address
123,"   Across the country, there is a looming threat in too many schools"
124, It is propaganda that seeksto divide us
125, It’s what’s called critical race theory
126, It doesn’t really matter what you call it
127, AndI’m not interested in semantics
128, I’m interested in the integrity of our civic education
129," In toomany schools in other states, they teach the lie that America is inherently racist"
130, They teachstudents that by virtue of the color of your skin you are inherently a victim or oppressor
131, Theyteach this for a purpose
132,   It is designed to allow a small group of idealogues to pose as saviors—false heroes
133," It isarrogance and ambition, masquerading as education"
134," When you are a victim by birth, only theirgenerosity can save you"
135," When you are an oppressor by birth, only your silent cooperationwith their radical worldview can sanctify you"
136,   There is no country on this earth without sin in its past
137, That is because there is no person onthis earth without sin
138, Sin is inherent in the human condition
139, Injustice is still too present today
140,We must teach that truth
141, We must learn from our history
142,   But we can also proudly teach that America is the ﬁrst nation in history to be born of ideals—not just blood and soil
143," We are not a nation created by a tribe, but a melting pot of peoplecommitted to common purpose"
144,   We work to live up to those ideals every single day
145," Yes, sometimes, we fall short"
146, But then weget up
147," We keep stretching towards that promise, enshrined in our founding documents: that allAmericans are created equal with rights bestowed by their creator"
148, https://us11
149,campaign-archive
150,"com/?e=[UNIQID]&u=08cb3e52aa1308600f84d49ea&id=bea2fc25525/143/20/22, 9:37 PMSubscribeGovernor Reeves Gives State of the State AddressPast Issues  TranslateWith the radical founding of America, we set the world on a course towards greater prosperityand freedom"
151, Racism is not unique to America
152, Injustice is not unique to America
153, It is endemicin humanity because humanity is sinful
154, But the American notion that God grants rights that noone can take away – that notion is still transforming the entire planet
155,"   When we teach American children to fear one another because of their skin, we reverse thegreat trend towards achieving our American dream"
156, The promise of America is replaced with avicious lie: that you are doomed to failure or evil based on your race
157," We must stop this trendin its tracks, and we can do our part in Mississippi"
158,"   Today, I am calling on the State Board of Education to adopt the values that combat criticalrace theory in their educational efforts"
159," To afﬁrm that Mississippi’s public educators will notindoctrinate students in ideology that insists this country, or this state, are inherently racist"
160, Wewill not teach that your race determines your status as a victim or oppressor
161, No school districtshall teach that one race is inherently superior or that an individual is unconsciously orinherently racist because of how they are born
162, No child will be divided or humiliated becauseof their race
163," We will strive for equality, and our education will support that aspiration"
164,   This is an important common step we can take to ensure that Mississippi is committed toequality
165," Honesty about our past, and bold and optimistic determination about our future"
166,   The legislature can bolster that effort by passing legislation to this effect
167, We will teach all ofour history — good and bad
168, And that will lead to a brighter future
169, I know that our teacherscan and will lead the way and I ask the legislature to set down that path
170,   These investments in our schools are not a pipe dream
171,   We can afford them
172," We can afford them in large part, because of our economic resilience"
173,   Mississippi continues to be in the best ﬁscal shape and the best ﬁnancial shape in its history
174,Mississippi ended the year a billion dollars over revenue estimates
175,   This was not an accident
176,   We kept our businesses open and helped ensure Mississippians could continue putting foodon their table
177, And they kept working
178," Bravely and calmly and rationally, they put on theirboots, they showed up for work, and our state is better for it"
179,   We also refuse to incentivize the opposite
180, Mississippi was one of the ﬁrst states to end thehttps://us11
181,campaign-archive
182,"com/?e=[UNIQID]&u=08cb3e52aa1308600f84d49ea&id=bea2fc25526/143/20/22, 9:37 PMSubscribeGovernor Reeves Gives State of the State AddressTranslatePast Issuesmassive pandemic unemployment beneﬁts, because we knew we needed to return tomeaningful work"
183," The results are clear:     In November, Mississippi’s weekly unemployment claims reached their lowest point since2018"
184," That’s because, in Mississippi, jobs are plentiful"
185," In the four months after we announcedthe ending of the pandemic unemployment beneﬁts, employers hired at a pace nearly 60percent faster than before the announcement"
186," In the month of June alone, Mississippi’sbusinesses hired more than 72,000 workers"
187, That’s more than any other month in state history
188,"   While we are proud of how we weathered the economic storm, survival is simply not enough"
189,"   We should never be satisﬁed until every Mississippian has access to the best jobs, skills, andupward mobility needed to better themselves and their families"
190,   That’s why one of my top priorities is to continue investing in our people
191, To continue investingin workforce and skills training Mississippians need to thrive in today’s economy
192,"   I said in my ﬁrst address, upon taking this ofﬁce, that at the end of my time as governor we willmeasure our success in the wages of our workers"
193, We don’t just want people to have any job
194,We want them to have a career
195," A family-supporting career that gives them not just apaycheck, but joy"
196,"   One of the things we should all be able to agree on, is that together, we passed one of themost consequential pieces of workforce development legislation in Mississippi’s history"
197," Whenwe created Accelerate Mississippi, we set our state up to better prepare Mississippians for thejobs of the next 50 years, not the jobs of the last 50 years"
198," Through that legislation, we wereable to streamline our workforce development efforts to ensure we have a clear strategy – astrategy that will meet the needs of employers and ﬁll the vacancies for jobs that offer aboveaverage wages"
199,"   To date, we have awarded over $11"
200,5 million in RESTORE Act funds towards high-valueworkforce development programs
201," Additionally, Accelerate has awarded almost $12 million ingrants to get more people into good careers"
202,"   Careers like commercial trucking, advanced manufacturing, welding, utility line working, andﬁber"
203, They pay well and they offer security
204,   Doing things the right way to build a skilled labor pool takes time
205, Companies realize this andso should we
206, Our work is just beginning
207," Months, and in some cases years, for people toacquire the skills they need to obtain these high-paying jobs"
208, https://us11
209,campaign-archive
210,"com/?e=[UNIQID]&u=08cb3e52aa1308600f84d49ea&id=bea2fc25527/143/20/22, 9:37 PMSubscribeGovernor Reeves Gives State of the State AddressTranslatePast Issues  The time is now to continue building the pipeline"
211, In my most recent Executive BudgetRecommendation I proposed allocating $130 million in American Rescue Plan Act funds tosupport this effort
212," I believe that if we make this investment, Mississippi will develop thatworkforce of the future and set up our state for success for years to come"
213,"   We also know that for Mississippi to grow, we must attract more economic activity"
214, We need tobe bold
215, We need to attract the kind of work that creates wealth for all Mississippians
216,"   First, we need to take care of the basics"
217," We have a historic opportunity to invest in our coreinfrastructure – to take nearly $2 billion of federal money and put it into real, transformativeprojects"
218,"   I want to echo and appreciate the sentiment from Lieutenant Governor Hosemann: We muststay focused on those investments that will have an impact not for one or two years, but forone or two generations"
219, I whole-heartedly support his plan to put the bulk of that money intolocal infrastructure projects that can put those concerns behind us for years
220,   We also need to consider how to attract those companies and economic projects thattransform communities—create generational wealth and lift families out of poverty
221,   This does not just happen one project at a time
222, It takes a bold vision that lasts forever
223, Theheart of that vision is the elimination of the state’s income tax
224,"   By eliminating the income tax, we can put ourselves in a position to stand out"
225, We can winthose projects
226, We can throw out the welcome mat for the dreamers and the visionaries
227, Wecan have more money circulating in our economy
228, And it can lead to more wealth for allMississippians
229,   I am begging Mississippi legislators to be bold
230, Give us another arrow in our quiver to attractmore capital and to continue to transform our economy
231,"   When someone in California or Illinois or even Louisiana decides to start their own business,let’s make them consider doing it right here in Mississippi"
232, Let’s tell them that they areguaranteed to keep more of the ﬁrst dollar of proﬁt they earn if they come to our state
233,   The only way to make Mississippi a magnet for the entrepreneurs of our nation is to show themour unmatched culture – married to an unbeatable tax code
234,"   I know that many of you have already demonstrated an appetite for such boldness, and I wanthttps://us11"
235,campaign-archive
236,"com/?e=[UNIQID]&u=08cb3e52aa1308600f84d49ea&id=bea2fc25528/143/20/22, 9:37 PMSubscribeGovernor Reeves Gives State of the State AddressTranslatePast Issuesto thank you"
237," In the House, Republicans and Democrats voted overwhelmingly for theirchamber’s bipartisan tax plan, which would eliminate the income tax"
238," Speaker Gunn andChairman Lamar, thank you for your hard work and your commitment to this ongoing effort"
239," Ifwe can eliminate the income tax, we will achieve an historic victory for this state"
240," We canbecome a place that money ﬂows more freely, and all Mississippians will beneﬁt"
241,   Please do not let this moment pass without achieving something big
242," We can invest in ourworkers, water, and workforce"
243, We can attract more wealth that can transform our economicpotential
244, We can grow this great state to achieve what we all know we are capable of
245, Thatshould be our ambition throughout this session
246,   We are governing in a time of plenty
247, Good decisions have brought us a great harvest
248,"   If we do not lead boldly, when this time of great resources passes, I believe we will look backwith regret"
249, We have done the hard work to secure our ﬁscal situation
250, Now let us return thatlargesse to the people and unleash Mississippi’s economy
251,   We know that our economic situation would not be so secure if it were not for our handling ofthe COVID-19 pandemic
252, We have lost many Mississippians to this virus
253, And we mourn theirloss every day
254,   We also know we cannot lock ourselves away behind screens and live in fear
255, We choose toprotect ourselves as we see ﬁt
256, We choose to reject panic and embrace a life worth living
257,"   And here in Mississippi, we realize that your life is a gift from God, and it is sacred"
258," That comesstraight from His word, which reads in Deuteronomy: “I call heaven and earth to witnessagainst you today, that I have set before you life and death, blessing and curse"
259," Thereforechoose life, that you and your offspring may live, loving the Lord your God, obeying his voiceand holding fast to him, for he is your life and length of days"
260,"”   In this time of fear, there are many who have suffered from despair"
261, They have wondered iftheir lives are worth keeping
262, I want to tell all of you—anyone who needs to hear it—that youare loved
263, You are valued
264, Your life has purpose and your life has meaning
265, Your state needsyou
266," Even if you don’t know it, your life is a blessing to others"
267," We are glad that you are here,living and with us"
268,   I pray for the same protection over those who are most vulnerable
269, Those who need ourprotection more than any other
270, Those innocent Mississippi children whose lives are precious
271, Ipray every one of them can be regarded with the same basic respect
272, That most core humanright: the right to life
273, The right of these children not to be killed before having the chance to behttps://us11
274,campaign-archive
275,"com/?e=[UNIQID]&u=08cb3e52aa1308600f84d49ea&id=bea2fc25529/14Past IssuesTranslateGovernor Reeves Gives State of the State Address3/20/22, 9:37 PMheard"
276, Subscribe  Mississippians are leading the charge to defend those children
277, Mississippi and the SupremeCourt’s landmark case is on a path to preserving millions of lives for generations to come
278,There is no excuse for America’s abortion laws to be closer to the Chinese communists thanthe rest of the western world
279,"   If we are successful before the Supreme Court, our work will not be done"
280, We mustacknowledge and champion the fact that being pro-life is about more than being anti-abortion
281,We should be doing everything in our power to make Mississippi the most family-oriented statein the country
282, We should be doing everything in our power to make Mississippi the safest andmost supportive state in the country for mothers
283, And we should be doing everything in ourpower to promote a culture of life
284,"   In the coming months, we will be promoting plans to further protect mothers in our state"
285, Toensure that they don’t just receive the basics— that they get the best possible care during theirpregnancy
286,   We will work to make it even easier to adopt a Mississippi child into a forever home
287, We will gofurther than preventing abortion
288,   I have been proud to push for laws that restrict abortion and protect innocent life
289, But I do notpretend that those laws mean the work for life is done
290,   We will lead in the effort to be pro-life in every sense of the word
291," It is vitally important, and Iwill be asking all of our legislative allies to commit to that work together"
292,"   Another area where our collaboration is going to be key, is improving Mississippi’s correctionssystem"
293," Two years ago, as I took ofﬁce, we were facing prison riots that resulted in seriousviolence"
294,"   To address the issues in the system, we needed a cultural reset"
295, To ensure that we tookcontrol and took proper care of those who were serving time
296," To preserve the safety of ourcitizens, we needed to stem the rising tide of violence"
297,   I am proud to say that culture overhaul is happening
298, The system is different than it was twoyears ago
299, We are making incredible progress
300," Under the leadership of Commissioner Cain,we are hiring more guards"
301, We are combatting gang violence
302, We are turning the tide and weare taking control
303,   https://us11
304,campaign-archive
305,"com/?e=[UNIQID]&u=08cb3e52aa1308600f84d49ea&id=bea2fc255210/143/20/22, 9:37 PMSubscribeGovernor Reeves Gives State of the State AddressPast IssuesTime in prison often leads to despair"
306," When you have a lack of hope, you don’t just serve yourTranslatetime"
307, You commit to a life of crime
308," And instead of returning to society, having taken yourdiscipline, the cycle of violence continues"
309, The inmate returns
310,"   We can break that cycle, for hundreds of inmates, and that will lead us to a safer state"
311, We arecommitted to offering hope of a better life
312, That begins with opportunity
313," Today, in state prisons,we are working hard to offer training and meaningful work"
314," That can not only ﬁll the days, it canset an offender up for a peaceful life on the outside"
315,"   Just last month, Commissioner Cain unveiled a mobile welding training center that will helptrain inmates for a career in welding, post-release"
316, The mobile welding training center – whichby the way was not paid for with taxpayer funds – can train 32 inmates at a time and will rotatebetween prisons every 90 days
317," At the end of the program, trainees who complete it willreceive a certiﬁcation that they can use to ﬁnd a job"
318,   But that’s not the only program we’re leveraging to train inmates
319," For example, the AutomotiveService Excellence Certiﬁcation, where inmates can learn to work on car motors and smallengines"
320," Or the National Center for Construction Education and Research Certiﬁcation, whichprepares enrollees in a variety of skills that will help translate to jobs in the constructionindustry"
321," These programs work, and we need more of them"
322,"   Now, some of you may be asking yourself, why should we be offering these types ofopportunities to those who have been convicted of a crime? Why should we allocate fundstowards educational opportunities for those who are incarcerated? The answer is actuallypretty straightforward – because it’s a wise investment"
323,   The proof is in the numbers
324, The average cost to house an inmate in 2020 was over $50 a day
325,"The cost for vocational training, depending on the program, is approximately $2,000 a year"
326,"The question you may ask is, well is it worth it? The short answer is an emphatic yes"
327,   Here’s why
328," In 2020, the general recidivism rate in Mississippi was 37"
329,4 percent
330," According tothe Department of Corrections, initial data shows that under Commissioner Cain’s leadership,the recidivism rate for those who have completed re-entry and vocational training is less thanhalf that"
331,"   What does that mean for you? As a taxpayer, a $2,000 investment can save you over $18,000a year"
332," But most importantly, there will be fewer crimes, fewer victims, safer communities, anda skilled workforce that has a second chance at life"
333,"   If we want to break the cycle of recidivism, we must invest in a cycle of education and learning"
334,https://us11
335,campaign-archive
336,"com/?e=[UNIQID]&u=08cb3e52aa1308600f84d49ea&id=bea2fc255211/143/20/22, 9:37 PMSubscribeGovernor Reeves Gives State of the State AddressPast IssuesThat’s why in my most recent Executive Budget Recommendation, I proposed allocating $2Translatemillion for re-entry programs geared toward Mississippians who will be eligible for parole withinsix months"
337," Additionally, I’ve proposed funding to expand the work release pilot program – thathas already shown so much promise – to each of Mississippi’s 82 counties"
338,"   I think and we can all agree that no matter how much we invest in training for those reenteringsociety, there will always be a crime element present"
339, It will never be completely eliminated
340,   That is tragically obvious today
341," In 2020, our capital city set a record of 130 murders"
342," In 2021, itincreased to over 150 murders"
343, That is unacceptable
344, Let’s put these numbers in perspective
345,"In the city of Atlanta, there was a historic crime wave"
346, People there are rushing to reform –electing new city leadership promising to combat the violence
347, They saw 158 murders in 2021
348,"In Jackson, Mississippi, even though Atlanta is more than triple our size, we saw roughly thesame number of murders in that year"
349, The rate of killings in Jackson is three times worse thanChicago
350, It is worse than St
351," Louis, Baltimore, and Memphis"
352, The violence scars families forgenerations
353, Our community is torn apart by senseless acts of mayhem
354," If our state is to thrive,we need a capital city of order"
355," Governed by laws, not abandoned to daily violence"
356, We allhave an interest in stopping this deadly cycle
357,   We can do our part to go down a brighter road
358," Create a capital city that is vibrant, full of life,and safe"
359, A capital city where residents don’t have to fear for their safety
360, A capital city whereparents can let their children run around in the yard without having to fear if they’ll be home fordinner
361,   I believe that Jackson still exists
362, I have faith that we have what it takes to make Jackson a citythat is a hub for business and capital investment
363," A city where jobs are plentiful, andopportunity is only limited by how hard you want to work"
364,   Reasonable citizens must take back control from those who only wish harm to their neighbors
365,Their day is ending in Jackson
366, The men and women of local law enforcement will always bethe ﬁrst line of defense
367, The frontline ofﬁcers who feel abandoned cannot be left to their owndevices
368, That is why I have championed an expansion of the scope of our Capitol Police force
369,To support local law enforcement and to bring peace back to Jackson
370,"   To our law enforcement ofﬁcers who wake up every day, put on the badge, and risk their ownpersonal safety to protect and serve us, thank you"
371," As long as I’m governor, I will do everythingI can to provide you with the tools and resources you need to keep us, and yourself, safe"
372,   That’s why I want to work with the legislature to get you the support you need
373," It’s why Iproposed doubling the size of our Capitol Police, so there will be more boots on the ground ashttps://us11"
374,campaign-archive
375,"com/?e=[UNIQID]&u=08cb3e52aa1308600f84d49ea&id=bea2fc255212/143/20/22, 9:37 PMSubscribeGovernor Reeves Gives State of the State AddressPast Issuesyou perform your shifts in the Capitol Complex Improvement District"
376," I’ve said it before and I’llTranslatesay it again, we have a lot of brave men and women in blue – there’s just not enough of them"
377,"Doubling the size of our Capitol Police, is the ﬁrst, most immediate action we can take withinthe State’s jurisdiction"
378," We have the ability to do it, and we must"
379,   We also know that alone is not enough
380, Capturing violent criminals does nothing if our justicesystem puts them right back on the streets
381, I am eager to work with the legislature to developresources for targeted prosecution and conviction of violent felons here
382, Catch and release hascaused nothing but record crime and chaos
383, All of us can agree on that
384, We need to ﬁnd thosewho are leading the efforts to ﬂood our capital with illegal drugs and guns—and put thembehind bars where they belong
385, We need to bring focused attention to those orchestratingthese efforts
386, Not to catch more people speeding or loitering
387," But to arrest, charge, anderadicate the ringleaders who make life hell for the peaceful residents of Jackson"
388,"   After the day’s shifts have ended, and our law enforcement ofﬁcers head back to their families,that doesn’t mean our support of the men and women in blue is over"
389, It doesn’t mean weshould stop recognizing the sacriﬁces they make daily
390," It doesn’t mean we should forget abouttheir gallant actions over the last two years, or the expanded duties placed upon them becauseof the pandemic"
391," It’s one of the reasons why I authorized $1,000 in one-time hazard pay foreach sworn state law enforcement ofﬁcer who actively served during the COVID-19 State ofEmergency"
392," Today, I call on the legislature to do the same for local law enforcement"
393,"   Over the last two years, some of our law enforcement ofﬁcers made the ultimate sacriﬁce intheir service to us"
394, We have beneﬁts in place for those who fell at the hands of violence or inother tragic circumstances in the line of duty
395, These ofﬁcers fell victim to an enemy thatcouldn’t even been seen – COVID-19
396, These ofﬁcers will never again make it home to theirfamilies
397," There will be missed birthdays, graduations, weddings, birth of children, and more"
398,"And if they contracted the virus while serving and protecting, that should be counted as a lineof duty death"
399," That’s why this session, we need to appropriate additional money towards theLaw Enforcement Ofﬁcers and Fireﬁghters Death Beneﬁts Trust Fund"
400, Doing so will be a ﬁnalact of gratitude to the men and women who gave it all to keep us safe
401,"   To all our law enforcement ofﬁcers, Mississippi will always back the blue"
402," Again, thank you foreverything you’ve done and thank you for everything you will do"
403,   We have many great opportunities before us
404, We can look back on what we’ve survived
405, Wecan look back on the gains we’ve accomplished
406, And we can be proud of one another
407, Wemust also dedicate ourselves to more hard work
408, To tackle those challenges and seizechances for greatness
409, We can do amazing things together if we focus on doing what’s right
410,"And, if we have the fortitude to do what’s right, boldly"
411, I know that each of you can commit tohttps://us11
412,campaign-archive
413,"com/?e=[UNIQID]&u=08cb3e52aa1308600f84d49ea&id=bea2fc255213/143/20/22, 9:37 PMSubscribethat goal, and if so, we will serve our neighbors well"
414,   Thank you
415, God bless you
416, And God bless the state of Mississippi
417,""" Past IssuesGovernor Reeves Gives State of the State AddressTranslateTo ﬁnd the full video on Governor Reeves' Facebook page, click here"
418,    ###Want to change how you receive these emails? You can update your preferences or unsubscribe from this list
419,https://us11
420,campaign-archive
421,com/?e=[UNIQID]&u=08cb3e52aa1308600f84d49ea&id=bea2fc255214/14
