,0
32, The outstanding returns of our pension funds are freeing up revenue that can be devotedto core government responsibilities like Public Safety and Infrastructure without imposing taxes
33, This just didn’thappen on its own
34, It’s not an accident
35," It’s the result of great investment decisions, policies, vision, anddirection"
36,"”Tourism Recovering“In the near future, our $4"
37,5 billion tourism industry is poised to welcome millions of travelers back to Alaska
38,"Together with our industry partners, we’ve invested millions of dollars in marketing eﬀorts that saved manybusinesses in 2021 and will revitalize this pillar of our economy in 2022, and for many years to come"
39,"”Alaska Firsts in the Fight Against COVID-19“While we battled the delta variant surge this past fall, our staﬃng shortfalls for medical professionals was ofgrave concern to all of us"
40, My administration acted last August before the surge fully hit when we took decisiveaction after receiving a notiﬁcation that health care workers were available
41, We consulted with the state hospitalassociation to identify their needs and secured nearly 500 contract professionals covering specialties fromnurses to respiratory therapists
42," After ﬁnalizing the contract in September, it took less than a month for us todeploy these workers around the state to our hospitals, nursing homes, and the Department of Corrections justin time to deal with the surge"
43," … Every state, every nation, has been confronted with this pandemic, and itsperiodic surges as new variants emerge"
44," But make no mistake about it, we’ve been diﬀerent from many others inhow we’ve responded, and our outcomes prove it!We’ve led on testing"
45,We’ve led on vaccine distribution
46,We’ve led on the distribution of therapeutics such as monoclonal antibodies as the ﬁrst state to establish acommunity site to receive treatment
47,https://gov
48,alaska
49,"gov/newsroom/2022/01/26/governor-dunleavy-addresses-alaskans-in-fourth-state-of-the-state/2/63/20/22, 9:31 PMGovernor Dunleavy Addresses Alaskans in Fourth State of the State – Mike DunleavyWe recognized early on that speciﬁc populations were more vulnerable to this virus than others, particularly ourelders, those with underlying health issues, and residents of our remote communities with limited health careinfrastructure"
50," From the beginning, I was determined that there would be no repeat of 1918 on my watch here inAlaska"
51,”Protecting Alaskans’ Medical Freedoms“My administration will continue to defend Alaskans’ rights to make their own medical decisions about vaccinesand therapeutics for themselves and their families in consultation with their doctors and pharmacists
52, It’s not theState’s job to make those decisions for you
53, My administration’s job is to make sure our health care system isstrong and you have the tools available to take care of yourself
54," What we’ve learned about this virus is that itimpacts certain groups more than others, that inevitably it will continue to mutate into new variants, and that itwill most likely be with us a very long time, if not forever"
55," … Fear is not a substitute for knowledge, and whatwe’ve learned about this virus allows us to move forward and get on with our lives"
56,”Rebuilding the Bed Capacity for Mental Health“We remember the dire situation my administration was handed at the Alaska Psychiatric Institute at thebeginning of my term
57," API was in such disarray that it was in danger of losing its certiﬁcation and its ability toreceive federal funds, but, most importantly, its ability to serve Alaskans"
58, One of the promises I made when I ranfor this oﬃce was to ensure that government works for the people
59,"Thanks to our Health Department, we turned that situation around"
60," From a low of 20 staﬀed beds soon after Itook oﬃce, we now have more than 55 staﬀed beds"
61, The crisis was so bad at API in the winter of 2018 that it ledto a halt in admissions for the unit that serves adolescents in crisis
62," I’m glad to report today that we havereopened the unit, we now have seven staﬀed beds, and are continuing to build up its capacity"
63,"”Fiscal Restraint and Funding Core Services“I also pledged that we would live within our means, that we would make government more eﬃcient, and wewould ﬁnd reductions before we ever ask Alaskans to be taxed"
64, We’ve done this
65, My proposed budget for statespending in the next ﬁscal year is 7 percent less than the 2019 budget in place when I took oﬃce
66," Because ofour insistence on being as eﬃcient as possible, and with an improved revenue situation compared to when I ﬁrsttook oﬃce, we’re funding the core services that Alaskans expect"
67,”Pledging to Fight for Alaskans’ Share of Resource Wealth through the PFD“Fighting for Alaskans’ share of our resource wealth will always be a top priority of mine
68," I’ve asked theLegislature to follow the statutory formula, and if these bodies will no longer follow that law, they should changethe law with the approval of Alaskans"
69," Year after year, I’ve oﬀered the Legislature solutions that I believed wouldhonor Alaskans and solve this issue for the long-term"
70, Isn’t that why we’re here? To honor the people who sentus here and work on their behalf? Our purpose is to be servants of the people
71, I agree with former Governor Jayhttps://gov
72,alaska
73,"gov/newsroom/2022/01/26/governor-dunleavy-addresses-alaskans-in-fourth-state-of-the-state/3/63/20/22, 9:31 PMGovernor Dunleavy Addresses Alaskans in Fourth State of the State – Mike DunleavyHammond that the government should never take more from the Permanent Fund than is distributed to thepeople of Alaska"
74," To break through the gridlock that has paralyzed the Legislature since the PFD was ﬁrst vetoedin 2016, I’ve oﬀered a plan that would protect the PFD in the constitution for generations to come, and wouldgive the people a say in how their PFD is determined"
75," The Permanent Fund was created by the people, for thepeople, and the people must have a voice in the future of their PFD"
76,"”Recovering from Economic Devastation, Oil Production Rebounding“As 2019 ended, we had ﬁnally clawed our way out of a multi-year recession"
77, Our GDP was growing as fast orbetter than all but seven of our fellow states; our unemployment rate continued to reach record lows
78, We allknow what happened next as we entered 2020
79, The economic devastation hit Alaska like no other state
80," Nearlyovernight we lost more than 42,000 jobs"
81," We are still a long way from recovering the jobs lost in 2020, but we aremoving in the right direction"
82, Oil production has rebounded from the industry cuts at the onset of the pandemic
83,"Back in 2013, after years averaging 6 percent annual production declines, the forecast for production in thecurrent ﬁscal year was projected to be just 340,000 barrels per day"
84," Instead, we are in fact, around 500,000barrels, with multiple large projects in development and billions of barrels still in the ground"
85," If allowed to cometo fruition, these projects can add more than 300,000 barrels per day in production"
86," Ten years ago, some had theidea that policy didn’t matter, that the oil was running out and the decline was inevitable"
87, There was basicallynothing we could do
88," Today, our production numbers prove that good policy that encourages business works"
89,”Statehood Defense Initiative Against Federal Overreach“Because no president should beg for more oil from the Middle East or Russia’s Arctic when we can produce ithere better and safer than anywhere else on the planet! … This is why my administration’s Statehood DefenseInitiative is vital to protect Alaska from these crazy policies
90," I will not stand idly by and allow Washington tothrottle Alaska’s future without a ﬁght, and I thank the Legislature for standing with my administration and thepeople of Alaska by funding this eﬀort"
91," We must be allowed to fulﬁll the promises made in the Statehood Act tosupport ourselves with resource development!”Food Security“At the onset of the pandemic, and more recently, we’ve seen some empty shelves in Alaska"
92," The keycomponent of a modern state is the ability to produce what it needs to ensure its survival, and that means wemust build our own supply chain"
93, That is where our Alaska Grown businesses have a huge part to play
94," Because,make no mistake, at some future date, there will be another disruption to our supply chain"
95, We must be preparedfor that inevitability
96, We must be self-suﬃcient
