,0
100,"gov/newsroom/2022/01/26/governor-dunleavy-addresses-alaskans-in-fourth-state-of-the-state/4/63/20/22, 9:31 PMGovernor Dunleavy Addresses Alaskans in Fourth State of the State – Mike Dunleavy“When I took oﬃce, the Department of Public Safety, our brave State Troopers and Village Public Safety Oﬃcershad been weakened through years of budget cuts"
101," In 2016, the State Troopers had lost 38 positions in just twoyears, posts were being closed around the state, and our services to rural Alaskans were being shortchanged aswell"
102," While restraining state spending elsewhere, my administration has proposed four years of increasedresources for the Department of Public Safety, and I thank the Legislature for supporting these eﬀorts"
103, We nowhave 20 more funded Trooper positions than when I took oﬃce
104, We’re on track for two full Public Safetyacademies in 2022 that could add as many as 60 Troopers to our ranks
105, We’ve added dedicated major crimesinvestigators to Western Alaska for the ﬁrst time
106, These new resources will be a game-changer
107," Four of thoseinvestigators are now based in Bethel, where we are also adding a deputy ﬁre marshal and a crime scenetechnician as well"
108,"”People First Initiative to Break Cycles of Abuse“As we announced last month, the People First initiative is the umbrella for ﬁve distinct initiatives addressing ourmost critical problems that impact our most vulnerable:domestic violence and sexual assaulthuman traﬃckingmissing and murdered Indigenous personsthe foster care systemhomelessnessThese are not top-down proposals"
109, They’ve been crafted from the ground up based upon the input of multiplestakeholders in a process that started in November 2020
110," The People First Initiative is a mix of statutory changes,additional personnel, administrative orders, technology, and increased resources to tackle these longstanding,serious problems"
111, These issues are not necessarily new
112," Many of them have been with us for so long that they’vealmost been normalized in Alaska, as almost unsolvable"
113, My administration cannot – it will not – accept thesetragic outcomes as beyond our control
114," We owe Alaskans, especially our most vulnerable, to do nothing lessthan to do everything in our power to break these vicious cycles of violence, of abuse, of despair"
115,"”Funding Education and School Construction Bonds“I worked in education in rural Alaska for nearly 20 years, and I know ﬁrsthand the challenges for students bothon and oﬀ the road system"
116," My proposed budget fully funds education, school bond debt reimbursement, andUniversity scholarships, but I have long said that we must be focused on outputs more than inputs"
117," I willcontinue to work with our Department of Education, Commissioner Johnson, and the Legislature to improve oureducation system"
118, We must ensure that our children are attaining the benchmark skills in reading and math thatwill set them on a course for success no matter what career they choose
119, I have always envisioned an Alaskawhere parents are the most crucial component in the educational success of their children
120," This is why I’vesupported public schools, home schools, charter schools, and schools of choice"
121," Years ago, when I was aSenator, I and other legislators passed a Parental Rights bill that recognizes parents as the most essential part oftheir children’s education"
122, I envision an Alaska where parents and children are and remain at the forefront ofhttps://gov
123,alaska
124,"gov/newsroom/2022/01/26/governor-dunleavy-addresses-alaskans-in-fourth-state-of-the-state/5/63/20/22, 9:31 PMGovernor Dunleavy Addresses Alaskans in Fourth State of the State – Mike Dunleavyevery educational decision we make and I will continue to protect the rights of parents in the education of theirchildren"
125,"”Alaska is Opportunity“I also envision an Alaska that is energy independent and a leader in renewable energy whether that is hydro,tidal, geothermal, wind, solar, or other"
126," I envision an Alaska where we ﬁnally get our stranded natural gas oﬀ theNorth Slope and into our homes and businesses, and around the world"
127," With key permits in hand, a federal loanguarantee in place, we are closer now than ever to making this gasline a reality"
128," I envision an Alaska where ourcost of energy is no longer the second highest in the nation, but one of the lowest"
129, That’s my vision
130, I hope it isyours as well
131," Since the 2019 ﬁscal year, the Alaska Energy Authority has completed projects that have replacedmore than 7"
132,6 million gallons of diesel fuel per year
133," We have abundant renewable resource potential, and we canturn that potential into a reality that will lower costs for all Alaskans, and invite industries to invest in our GreatState as well"
134, The Trans-Alaska Pipeline System has operated for nearly 45 years as the backbone of oureconomy
135, It has transformed Alaska into the modern state that it is
136," The pipeline provides energy, revenue, andjobs for our state, and it provides national security for the United States as well"
137," I envision an Alaska that remainsan oil and gas giant with a pipeline that operates for at least another 45 years to underwrite the cost ofgovernment, our renewable potential, and secure our energy independence"
138, I envision an Alaska that isconnected to the digital world through high-speed broadband that unlocks the opportunity for us to liveanywhere and work from anywhere in this Great State
139," I envision an Alaska that is a worldwide leader intechnology, in unmanned aircraft systems, and in the critical minerals needed to power the technology of todayand tomorrow"
140,”### https://gov
141,alaska
142,gov/newsroom/2022/01/26/governor-dunleavy-addresses-alaskans-in-fourth-state-of-the-state/6/6
