,0
35," Our surge capacity, our testing and tracing operations,our vaccine clinics—all those things will remain in place as part of the ongoing operations of government"
36,"But my message to you tonight is that we must all learn to live with this virus, not to live in fear of it"
37,We can’t let it continue to dictate how we live our lives
38,Our offices and businesses need to be open
39," Our kids need to be in school, in-person"
40,"Of course we will continue to follow the data and the science, and we’ll keep fighting back with everythingwe’ve got"
41," But make no mistake about it, we are moving forward full speed ahead, and we will continue tolead the nation in both health and economic recovery"
42,We are also going to finish the job we set out to do back in 2015
43,"We’re going to keep changing Maryland for the better by passing more much-needed tax cuts forhardworking families, small businesses, and retirees"
44," And fortunately, we are now in a  position to do justthat"
45,"After seven years of fiscal discipline and responsible budgetary actions, record job creation and economicgrowth, together we successfully brought our economy back from the brink—from the 43 consecutive taxhikes that took $10 billion from the pockets of struggling families, small businesses, and retirees; fromlosing 8,000 businesses and over 100,000 jobs; and from the crushing $5"
46,1 billion structural deficit weinherited
47,"We repealed the Rain Tax mandate and eliminated or reformed more than 14,000 job-killing regulations"
48,We cut tolls at every single facility in the state—the first time tolls had been cut in Maryland in 50 years
49,"We passed the RELIEF Act of 2021—the largest tax cut in state history—nearly unanimously, whichprovided $1"
50,45 billion in urgently needed tax relief and economic stimulus
51," We have now cut taxes, tolls,and fees seven years in a row by more than $2"
52,7 billion
53,"We changed the mission of state government to be unabashedly pro-jobs and pro-business, and weexperienced the biggest economic turnaround in America"
54,"We launched innovative initiatives, like More Jobs for Marylanders, which helped us go from 50th inAmerica in manufacturing to adding more manufacturing jobs than 39 other states"
55,"In spite of all the pressures of COVID-19, inflation, and the supply chain crisis, we were able to keep mostof our economy open throughout the entire crisis"
56,"As a result, our economic recovery is one of the very best in America, our unemployment rate is thelowest it’s been since before the pandemic, and a national survey named Maryland as the most improvedstate for business in America"
57,"Not only have we submitted balanced budgets every year, but for the first time in nearly a quarter century,the State of Maryland is projecting a long-term structurally balanced budget well into the future, includinga $2"
58,5 billion surplus—the largest ever in state history—and we put a record $3
59,6 billion of savings intoour Rainy Day Fund
60,Our fiscal health and our economy are stronger than they have been in decades
61, But changing Marylandfor the better means continuing to help the working families and seniors on fixed income who are gettingsqueezed by inflation and higher costs
62,"So we introduced the largest tax cut package in Maryland history, more than $4"
63,6 billion in additionalmuch-needed tax reductions
64,Our state’s sky-high retirement taxes remain the one area where we are still not effectively competingwith other states
65," Over the course of our administration we have been successful in passing targetedretirement tax relief for our military retirees and for our hometown heroes, our law enforcement, fire andrescue, corrections, and emergency personnel"
66, But that’s not enough
67,"The time has come for the General Assembly to finally pass the Retirement Tax Elimination Act toeliminate every single penny of state retirement taxes for everyone, so that Marylanders who have spenttheir lives working and raising a family here, and contributing so much to our state, can afford to retirehere in Maryland near their kids and grandkids"
68,"Each year when I have proposed critical tax relief for seniors, legislators have said we just can’t afford it"
69,"Well, with our economy booming and our fiscal health stronger than ever before, we can’t afford not to doit"
70,Our tax reduction package includes $650 million more in tax cuts for hardworking families
71," And to help oursmall businesses continue to grow, we’re eliminating even more costly fees and red tape"
72,"And we’re proposing legislation to codify Project Restore and to make it permanent, to incentivize newbusiness growth and to create even more jobs in downtowns, on Main Streets, and in communities allacross our state"
73,And we’re going to enact the More Jobs for Marylanders Act 3
74,"0, a successful program we first enacted in2017 and then expanded in 2019, which incentivizes and encourages the creation of more jobs where weneed them most"
75,Changing Maryland for the better also means finally enacting our legislation to combat violent crime
76,Baltimore City once again ended last year with more than 300 homicides
77," Among the victims were moreyoung teenagers caught in the crossfire of gang violence, along with 69-year-old Evelyn Player, who wasstabbed to death at her church, and Baltimore City Police Officer Keona Holley, who was ambushed andexecuted in her patrol car"
78,"On the very first day of the new year, a 16- and a 17-year-old were gunned down in a triple shooting,becoming the first victims of 2022"
79,"Just last week, Cheryl McCormack, a 51-year-old grandmother who was working as a DoorDash driver,was gunned down during a robbery in northeast Baltimore, and Chelsey Patterson, the general managerof a popular restaurant in Little Italy, was fatally shot in Fells Point"
80,It was the deadliest January in the city in nearly 50 years
81,"The reality is, no matter how much money we invest or what state actions we take, Baltimore City will notever get control of the violence if they can’t arrest more, prosecute more, and sentence more of the mostviolent criminals to get them off the streets"
82,"The people of Baltimore deserve results from their city leaders and legislators, not more empty platitudesand broken promises"
83,"Year after year, we have introduced tough anti-violent crime legislation that is supported by more than80% of the people of Baltimore and more than 80% of every demographic, everywhere, all across thestate"
84, But those pleas for action have repeatedly been ignored
85,Enough is enough
86, The time has come for Baltimore City to take back its streets and communities onceand for all
87,"Tonight, on behalf of all the people who are sick and tired of all of the senseless violence, I’m calling onthe leaders in both parties, in both houses, to immediately pass and send to my desk the Violent FirearmsOffender Act to increase penalties for those who use guns to commit violent crimes, and the JudicialTransparency Act, because the public has a right to know about the sentences judges are giving or notgiving to the most violent offenders"
88,People are being shot and are dying nearly every single day
89, It’s time to put the politics aside and tofinally get this done
90, There can be no more excuses
91,Homicides and violent crime waves are surging in nearly every major city all across the country
92, And theviolence terrorizing our neighborhoods and cities is made worse by divisive politics and the demonizationof the dedicated men and women who risk their lives every day to keep us safe
93,Law enforcement agencies in Maryland and across the nation are struggling to attract and retain qualifiedofficers
94, There could not possibly be a worse time for anyone to call for defunding the police or for cuttingfunding for public safety
95,"The reality is that our police are underfunded and under attack, which is why we launched a half a billiondollar Re-Fund The Police Initiative to help recruit and retain more quality officers, to increase diversityand expand community policing efforts, to improve training to teach better de-escalation techniques, andto provide body cams and other technology and equipment upgrades for state and local policedepartments all across Maryland"
96,"Since we announced our Re-Fund The Police Initiative, many cities and states have begun to follow ourlead"
97," Even some of the most progressive cities like New York, Chicago, and San Francisco, are nowagreeing that we need more investment in public safety"
98,"Time and again our police, our firefighters, and first responders bravely answer the call, and as long asI'm governor, I will continue to stand with them and continue to fight to provide them with the support andthe resources they need to keep our communities safe"
99,Our nation is bitterly divided
100, We need to find a way to fix the broken and toxic politics that is tearing usapart
101,"We need to restore trust and fairness to our political system by allowing voters to pick their electedrepresentatives, rather than having politicians pick their voters"
102,Gerrymandering is partisanship at its worst
103," It’s a cancer on our democracy, and Maryland has theunfortunate distinction of having the worst, most gerrymandered districts in America"
104,Maryland legislators had the chance to right that wrong
105,"We introduced fair maps, which were created by Maryland’s nonpartisan Citizens RedistrictingCommission"
106," But legislators replaced them with maps that they drew up in secret, behind closed doors,which have been universally criticized, receiving a flunking ‘F’ grade by the Princeton GerrymanderingProject"
107,These maps make a mockery of our democracy
108," Fortunately, the courts—not the legislature—will be thefinal arbiter"
109,"In his farewell address, George Washington warned that partisanship would create a ‘spirit of revenge’that would undermine the ‘reins of government’ and lead to the ‘ruins of public liberty"
110,"’My fellow Marylanders, in this historic place where the founding principles of American democracy wereborn, and here in our great state where Francis Scott Key wrote of a flag that was still there, whereFrederick Douglass and Harriet Tubman forged the path to freedom, where Thurgood Marshall fought forequal justice under law, we still believe in the power of coming together to change things for the better,and we still believe that what unites us is greater than that which divides us"
111,"To those who say that America is too divided, that our political system is too broken and can’t be fixed, Iwould argue that we have already shown a better path forward"
112,"And if we can accomplish that here in Maryland, then there is no place in America where these very sameprinciples cannot succeed"
113,"So tonight, as we reflect on all that we have accomplished together, and as we embark on the hard workstill left to be done, I want to once again say thank you to the people of Maryland for giving me thisincredible honor of serving as your governor"
114,"This truly is the most important work of my life, and I pledge to you that I am going to keep giving this jobeverything I’ve got, every single day that I am given"
115,Let’s finish the work we started together
116,"Let’s keep changing Maryland for the better, and let’s continue to set an example for the rest of the nation,so that America can once again be a shining example to the world"
117,May God bless the great State of Maryland and the United States of America
118,
