,0
69," Most importantly, we have to make sure that every Oregonian feels it"
70,"  While our unemployment rate is nearly as low as it was before the pandemic, too many Oregonians have struggled to find good paying careers"
71, Employers are having difficulty hiring
72,"   There are glimmers of hope, like higher wages for those hardest hit by COVID"
73," But, we also know that more and more workers are dissatisfied with their jobs, and too many are facing burnout"
74,"   In order to make transformational change in our state, we need to lift up the communities that have been left behind"
75,"   And let’s be honest, the families who have faced discrimination and barriers to economic opportunity for generations"
76," Simply due to who they are, where they live, or the color of their skin"
77,"  In my last year as Governor, I view every day, every moment, as one more opportunity to focus on the big and bold work we still have to do"
78, For Oregon’s working families
79,   I am dedicated to building a strong workforce for Oregon
80,  I will bolster that workforce by providing access to child care so that parents can go to work knowing their kids are cared for
81,    3 And I will marshal my colleagues to once again make a significant investment in affordable housing
82,   These three investments work together to ensure every working family can thrive
83,"  As always, my eyes are set on giving our children a future that is brighter than the one we inherited from our parents"
84,"  And, it is not lost upon me that we also have a unique moment, right now, to leverage record resources and funding to achieve this vision"
85,   Let’s get this done
86,"   Building a strong future for our kids and working families means removing the roadblocks that prevent them from reaching their full potential, and putting the pieces in place to build fulfilling careers"
87,   High wage careers — not just “jobs
88,”  Every single employer I talk to is having a hard time hiring the workers they need
89," You can literally see and hear this — with “now hiring” signs hanging in store windows, and stories of interviews conducted on the spot"
90,"   In the spring of 2020, I launched my Racial Justice Council to center our work in the voices of those most impacted by systemic and institutional racism"
91, What became very clear was that an underlying theme touched every single issue the RJC focused on: our workforce system was broken
92," Even today, in the middle of Oregon’s strong economic recovery, the doors of opportunity remain closed for too many families––particularly Black, Indigenous, Latino, Latina, Latinx, Asian, Pacific Islander, Tribal and people of color; people with low incomes; and those living in rural communities"
93,"  But the truth is, herein lies an opportunity: to connect Oregon’s people to Oregon’s jobs"
94,"  So, I directed my team to work with the Racial Justice Council, as well as business leaders and workers, to develop a comprehensive package that would seize this moment and open up pathways to a workforce of the future; one that reflects the face of Oregon and meets the needs of our communities, businesses and industries"
95,"   Future Ready Oregon is a $200 million package that invests in job training with a focus on three key industries in need of skilled workers: health care, tech and manufacturing, and construction"
96,"   However, we must do more than give people particular job skills"
97, At the heart of Future Ready Oregon is the idea of “earn and learn
98,” We need to help Oregonians create a career ladder
99," We need to take an entry-level job, like a Certified Nursing Assistant, and provide the skills to advance to careers in paramedicine, nursing, or health care administration"
100, That’s turning a job into a career
101,"   4 Future Ready Oregon will help people like Ada (ah-da), who was born and raised in Astoria"
102," Ada loves the water, loves working on Oregon’s beautiful coast, and plans to become a maritime engineer, helping build ships"
103,"     Growing up, Ada’s household was just her and her mom"
104," When her mother was forced out of work due to an injury, Ada needed to start working to support their household"
105," Picking up night shifts at a local cannery, she struggled to balance her high school and trade work — all while working hard to make rent and pay the bills"
106," She often got little-to-no sleep, and she found herself with almost no time to complete her homework"
107, So Ada went to the GED program advisors at Clatsop Community College and explained her situation
108,"     They connected her with Oregon’s Youth Development Division and NW Oregon Works, and with their support, she was able to both earn her GED, and learn new skills in her trade, all while gaining access to rent assistance and a computer to complete her school work"
109,   Earning that GED set Ada on the course to achieving her dreams
110," She is now a student in a Seamanship Program, learning the skills needed to truly take her career to the next level as a maritime engineer"
111,"   In Ada’s own words: “Being a first generation student, daughter of an immigrant mother, the hope I was given was extremely appreciated"
112,"”   The building blocks of Future Ready Oregon can be summarized in three key investments:  First, we will surge an immediate $92 million to the programs we know are currently working — like Constructing Hope, which helps Oregonians get back on their feet with no-cost construction training and career advancement support"
113,"  Second, we will drive innovation through flexible grants to community-based organizations that uniquely target the industries I just mentioned"
114," Like OCHIN, who is providing technology training for people in their own communities with a goal of placing them in good-paying jobs in health care"
115," Centered in equity, this program meets people where they’re at, whether you are a single parent, veteran, or a person living with a disability"
116, This is a win-win
117,"   And last, we know Oregonians cannot be successful and productive in our economy without meeting their basic needs, like stable housing and child care"
118, We will be launching navigators across the state to make sure Oregonians in our job training programs have what they need to succeed
119, That could mean financial help with school tuition
120, It could mean providing software programs to help someone complete their coursework
121, It could be assistance with transportation or housing
122, We are asking Oregonians: What do you need to stay on your career path and land that good-paying job? We will help
123,"  Done right, Future Ready Oregon will set us on a course to greater prosperity and equity for all"
124,    One thing we know people need in order to get back to work is consistent and accessible child care
125, Child care is a basic necessity –– it is just as critical to our economic recovery as infrastructure
126," For working parents, child care is infrastructure"
127," That’s why, alongside Future Ready Oregon, I’m working with the Legislature to pass a $100 million investment that will expand child care access to serve more families, and provide professional learning opportunities and higher compensation to develop and retain our providers"
128," I will also continue  5 to advocate for additional federal investments in our youngest, so we can ensure that every family has access and every single child has care"
129,"  Even with these investments, we also know one of the greatest barriers to showing up to work, or sending your kids to school, is dealing with the impacts of houselessness"
130, It is a vicious cycle that must end — one that requires good paying jobs and affordable housing
131,   You can see the housing crisis everywhere in Oregon — from Coos Bay to Ontario and back again
132,"   Since 2000, single family home prices have tripled in Portland"
133, Rent in Portland has gone up 25% in the last five years alone
134, But this is not just a Portland issue
135," Statewide, nearly half of all renters pay more than a third of their income to rent"
136,"   With supply not keeping up with demand, the home-buying market has become a feeding frenzy of cash offers and bidding wars well above asking price"
137," Would-be first time homeowners are priced out of homeownership, putting more pressure on rentals"
138," In downtown Portland, million-dollar condos rise on the same city blocks where people huddle over open fires to stay warm"
139,  There is no avoiding the fact that these two issues are undeniably linked –– a lack of affordable housing and some of the highest rates of people experiencing homelessness
140," In Oregon, today, missing one paycheck can be the difference between going to bed in a home with heat and running water, or sleeping unsheltered"
141,"  We have invested more in affordable housing, homelessness prevention, and rental assistance in my tenure as Governor than any other administration"
142," With our local partners, we paid out more than $400 million in rental assistance last year alone to keep more than 36,000 families housed"
143," We have approached unprecedented challenges with innovative solutions –– like Project Turnkey, a collaborative effort to turn hotels into safe shelter space"
144,"  And yet, as we can all see, it is still just a drop in the bucket"
145," We know that on any given night more than 15,000 people remain without a home in Oregon –– and more than half of them are living unsheltered"
146," In every tent you see –– in a city park, under a highway overpass, along a river –– is a person — a person who deserves a warm, safe, dry place to call home"
147,  I will level with you: Housing affordability and homelessness are not issues we can solve overnight
148," This crisis has been decades in the making, and in the last two years it has only worsened due to the pandemic and natural disasters"
149," Thankfully, we have strong partnerships with local governments and a broad range of community-based organizations to implement solutions we know can help"
150,"   And with the resources we currently have available at the state and local level, we have an opportunity to make a real difference"
151,   There’s an old saying in politics: Don’t tell me what your values are
152," Show me your budget, and I’ll tell you what your values are"
153,"  This session, I am asking the Legislature to join me in supporting an additional $400 million investment in affordable housing"
154,   6 Because we have so much more work left to do
155,  Let me tell you about one person who is doing the work: Misti
156," A few years ago, Misti left an unsafe home in Klamath Falls, so that her three teenage boys could grow up in a safer environment"
157,"   At the same time, she was struck with severe medical issues, undergoing several major surgeries that left her unable to work"
158,"   Unfortunately, Misti lost her apartment, and bounced from one place to the next"
159," Time and again, she ran into bureaucratic barriers and people who didn’t understand the trauma she had experienced"
160," Even while homeless, she kept her kids in school, and eventually connected with a community action agency and caseworker"
161," One step at a time, she found a home, took classes, got her GED"
162," Today, she is a case manager helping veterans, wildfire survivors, and others experiencing homelessness in Klamath and Lake Counties"
163,"   As we make investments in housing and services to prevent homelessness, we’re investing in people like Misti"
164," From her own experience of homelessness, to helping other people back into homes of their own"
165,    Addressing this crisis is not just about investing resources
166," It’s about fixing a system that has been rigged against working families, particularly families of color"
167, We must keep our eyes fixed on the deep racial disparities in housing stability and homeownership caused by decades –– centuries –– of racism in housing policies in this country
168,"  And, we must address the intersection of housing and health needs"
169," Expanding access to behavioral health services and substance use disorder prevention, treatment, and recovery is critical"
170, I will continue to partner with the Legislature to finalize significant investments in behavioral health this year
171,"  This, all of this, is the work we must carry forward, in my last year, and under the next administration"
172, And we must continue to act with urgency
173,"  If the housing crisis is the most pressing issue in our communities today, then climate change is the crisis that threatens our very way of life — today, tomorrow, and for generations to come"
174," As leaders, we are charged with leaving our children a better world than the one we inherited"
175,"   If we are truly honest with ourselves, that is not the trajectory we find our planet on right now"
176," If you’ve sat down recently with young climate leaders, like I have, they will tell you so to your face"
177,   Every year I have been Governor we have seen more extreme weather than the last
178," We have experienced unprecedented devastation, from historic drought, to expansive flooding, to a deadly heat dome and massive power outages from winter storms"
179, And the effects of every one of these extreme weather events were felt across the Oregon landscape
180, Climate change is a hammer hitting us in the head
181,"  Over the past two years, we’ve invested hundreds of millions of dollars and called upon Oregonians to help one another prepare for, respond to, and recover from climate-related disasters"
182," Thank you to our National Guard, local police, and fire teams who helped evacuate  7 people during emergencies, and our first responders for stepping up"
183," We are grateful that you all answered our call for help, but I wish you didn’t have to"
184,"  We must act now, decisively, to lower carbon emissions, transition to clean energy sources, and ensure a just transition for our historically-underserved communities"
185,"   Because I’ve seen firsthand how climate change directly impacts our people, our family businesses, and Oregon’s iconic produce"
186,  I am proud of the progress Oregon has made since I became Governor
187,"   We have led the nation in proving it is possible to address climate change and grow our economy, at the same time"
188,"   In 2020, Oregon closed our last coal power plant — decades ahead of schedule"
189, We have created a comprehensive approach to tackling the climate crisis that can serve as a model for others around the globe
190, We have set targets to reduce our carbon emissions
191, We’ve established one of the most aggressive timelines in the nation for transitioning to 100% clean energy sources
192, And we have expanded rebates and access for electric vehicles and infrastructure
193,  What I’m most proud of is how Oregon approaches these challenges––through an equity lens
194," With a focus on our communities hardest hit by climate change: rural communities, people with low incomes, and people of color"
195,   We’ve come together before to make investments like the ones I just outlined
196, And those investments are a big part of the reason that Oregon was able to weather the last two years of turmoil better than most of the country
197, No one needs any proof that investments like these work
198, We just need the will to put our differences aside and focus on that which is greater than ourselves — and greater than our political aspirations
199, For the success of our state and everyone living in it
200,"   As I enter my last year as Governor, I still have moments where it feels surreal to have sat in this office and guided our state through a global pandemic"
201," While COVID-19 may have defined these times, it doesn’t need to define our lives"
202,    Oregonians have worked together to prevent the worst impacts of this virus
203," Now, we must transition from a rolling crisis into a sustainable posture that supports our workers, businesses, and health care industry"
204,"   I have always believed that it is the Governor’s job — and government’s role — to serve every Oregonian, no matter who they are, where they come from, or how they vote"
205, That is our job as public servants
206,"   As leaders, we’re charged with leaving the world a better place than we’ve inherited"
207," As adults, we strive to pass the torch to our kids so they can succeed as the next generation on a higher plane of life"
208,"  These will not be the last challenges our state faces, but I sure hope those that follow can learn from how we navigated them"
209,  8  To all the future Governors of our state
210, To the elected leaders who will come next
211," To our future business and community leaders, and youth who will follow our footsteps"
212," Let me leave you with this: find the opportunity, even in times of crisis"
213," Especially, in times of crisis"
214,   That’s how we continue on this journey of transformational change for Oregon
215, That’s how we pursue justice
216, That’s how we heal divides and collaborate in ways that serve our state
217, That’s how we honor this beautiful place we call home
218,                  9 
