,0
63," This is also a generational issue: If our children and grandchildren are ever going to afford a rent or mortgage, we need more affordable housing"
64,My budget also reflects our need to take direct action to reduce poverty
65," I created a Poverty Reduction Workgroup, made up of people whose lived experiences in poverty could inform our state’s actions"
66," Using their recommendations, my budget would create a 5Governor Jay Inslee2022 State of the State Address$125 million reinvestment fund to address economic and social disparities across decades that are the legacy of federal policies that hurt communities of color"
67," Our communities are suffering in other ways as well, like in our classrooms"
68,Students have lost opportunities during remote learning despite the best efforts of our educators
69," To keep schools open, we must invest more to deal with COVID and address learning opportunity loss"
70,"We are committed to having our schools open this year, but the impacts of necessary closures linger"
71," To help make sure educators and students have what they need, I propose reinvesting $900 million to help schools address students’ critical needs"
72," This proposal further empowers educators so they can innovate to address what kids have suffered through because of COVID, just as they have done throughout the pandemic"
73," Educators, when empowered, can develop solutions to overcome opportunity gaps"
74," My budget will increase the number of school counselors, nurses, psychologists and social workers available to serve K-12 students"
75, Anyone who works with kids will tell you these services are needed now more than ever
76, Young people in foster care and their families have also been uniquely impacted by the pandemic
77, My budget offers $80 million to pay providers more for housing and support foster youth with complex needs; and help young people transition out of foster care or juvenile justice
78,"While we put the pieces together to address the current needs that confront our communities, we also must take action this day to address the long-term, existential threats to this state"
79," In December, I spoke with astronaut Kayla Barron, a Richland High School graduate"
80, I was in my kitchen – Kayla was aboard the International Space Station
81," Kayla is a long way from home right now, traveling at 17,500 miles per hour above us and orbiting the Earth once every 90 minutes, so I was honored she took my call"
82,"6Governor Jay Inslee2022 State of the State AddressI asked Kayla what perspective this experience gave her about our collective home, our planet"
83, She said something that stuck with me
84,"Kayla told me she was amazed by how thin our atmosphere is, how at night there is a burnt orange glow at its edge revealing just how paper thin the layer is between a livable world – and nothingness"
85, She said this: “The most important thing we need to survive is the ability to breathe clean air
86,”Our planet’s fragile state is clear on the ground as well
87, Climate change is not merely a graph on a slide deck with an arrow pointed at calamity
88," It’s found in the eyes of people who saw floods go through their windows in Everson; evacuees who returned to see the charred ruins of their homes in Malden; or the Colville Tribes who lost 600,000 acres of timber to wildfires"
89," When I look into the eyes of people who have lost their home and see the pain they have, that’s the pain of climate change"
90, We have to do everything we can to fight it
91, Every corner of the state faces climate-related disasters today
92," Not tomorrow, but right now"
93, This is the fight for the future of our state
94," And we need action, this day"
95,My budget builds on the work we’ve done previously and puts $626 million more toward this noble effort
96, Legislators can be proud of the policies they’ve put to work here in our state
97, And it’s good to know we are not alone in this work
98, The world looks to our state as leaders in climate innovation
99," This was reaffirmed in November at COP26 in Glasgow, Scotland, where I led a coalition of 68 governments to commit to drastically reduce emissions"
100," Together, we are charting a path to fight climate change by cutting greenhouse gas emissions in half by 2030 and get to net-zero by 2050"
101,"It is our state’s legal obligation to reduce emissions – but it is also practical, and most importantly it is a moral obligation"
102, Legislators can be proud their work created policies that will remove 43
103,5 million metric tons of emissions annually
104," But to meet our statutory commitment, we have to reduce emissions by 6 million more metric tons per year to reach 7Governor Jay Inslee2022 State of the State Addressour 2030 emissions limits"
105, That’s equivalent to the annual emissions of 1
106,3 million vehicles on the road
107," Through legislation, we can rev up this future and make new and existing buildings perform better"
108, We can modernize regulations and incentivize industry to ensure clean energy projects are built here in Washington with living-wage jobs; and make electric vehicles more affordable by giving families thousands of dollars in rebates
109,"Buildings are the state’s second largest source of emissions, and many of them are energy inefficient, wasting resources and costing consumers"
110," With buildings lasting anywhere from 50 to 100 years, we must act now to give Washingtonians more efficiencies and to decarbonize our homes, apartments, offices, retail spaces, and more"
111," To accomplish this, we have to require gas utilities to chart a path to decarbonize under the Climate Commitment Act"
112, We can improve conditions for developers to grow clean energy resources here in our state
113,"Look, there’s good news here"
114," We see the future’s promise already burgeoning in Washington, at companies like Eviation in Arlington, where they’re making the world’s first, all-electric, commuter airplane; Vicinity Motor Corp in Ferndale where they’re manufacturing electric buses; at the new solar farms popping up like dandelions in eastern Washington; and net zero buildings such as Climate Pledge Arena in Seattle and the Catalyst building in Spokane"
115," We see clean energy projects built with strong labor standards, growing a broad range of union jobs and apprenticeship opportunities in their local communities, like at the Rattlesnake Flats Wind Farm in Adams County"
116,"Now, with all the challenges we face, why do I believe this Legislature is up to the job of fighting carbon pollution? It’s because this is the Legislature that has in its hands the most beautiful place on the planet and the health of more than 7 million people"
117, I know you won’t let the people down
118,8Governor Jay Inslee2022 State of the State AddressThe same goes for salmon
119," As the future of salmon goes, so goes the future of our state"
120," Our region’s salmon are threatened by climate change, pollution and habitat loss"
121,My budget would put $187 million toward salmon recovery
122," We must restore the green corridors along rivers and streams known as riparian habitat, which keeps the water clean and cool"
123, Our legislation sets a unique ecological blueprint for each river and stream habitat to conserve and restore these critical lands
124," This plan includes the Lorraine Loomis Act, named for the Swinomish leader in tribal salmon management, who we lost in August"
125, Lorraine was an inspiration to Washingtonians young and old
126, She brought us together in favor of salmon
127,Our salmon cannot wait
128," They need action, this day"
129," To realize this future, we must do it together with our partners"
130, Few are as critical in this effort as Washington state’s tribal communities
131," I am introducing legislation that provides a stronger, clearer consultation process for projects that get funding through the Climate Commitment Act"
132, We make progress when we work together
133,We also need to invest in our aging transportation system in a way that meets the demands of the future while aggressively decreasing the impacts of climate change from the same system
134, We need more transportation and less pollution at the same time
135, That’s why my 2022 transportation budget is no ordinary supplemental proposal
136,We have a unique opportunity with one-time and new federal funds – along with state money – to provide nearly $1 billion to fund clean transportation programs and activities that reduce greenhouse gas emissions from the transportation sector; preserve the infrastructure we have; and support critical investments to improve ferry service reliability
137, This includes $324 million to support ferry electrification
138, We desperately need boats – cleaner boats – to give Washingtonians reliable ferry services
139," And to legislators: If you have bigger ambitions or bolder ideas, I am ready to engage, discuss and support your efforts"
140,9Governor Jay Inslee2022 State of the State AddressMy budget also supports increased diversity and inclusion in the transportation sector by addressing disparities in hiring and recruiting a diverse workforce at those entities
141,The broader transportation system remains our number one emitter of greenhouse gases that pollute our air and water and drive climate change
142," Last session, this Legislature passed historic laws to reduce emissions – including the Climate Commitment Act – and we must not hesitate to take action, this day, to implement those laws"
143, We need a clean fuel standard as well
144, These laws must go into effect in concert with our transportation budget
145, And I look forward to working with legislators to do this
146,"We have proposed necessary and prudent investments this session, but we also have to invest in our financial stability"
147," To assure financial stability, my plan will build the reserve back to pre-pandemic levels in just four years from now"
148, My budget puts $2
149,5 billion toward our financial resilience this biennium
150, Putting this money in our Rainy Day and reserve funds will place our state on better footing for the next emergency
151,We just marked the 1-year anniversary of the insurrection in our nation’s Capitol
152, That insurrection continues to this day under the banner of the “Big Lie
153,"” The right to representative government is under attack in this country, and in our state"
154,I am pro-democracy
155," All elected officials and others who care about our state and nation should be pro-democracy, too"
156," Former Secretary of State Kim Wyman deserves our respect for the exemplary and nonpartisan way she carried out her duties in the face of these same threats, and that is why I am so happy to welcome former Sen"
157, Steve Hobbs as our new secretary of state
158," Like Kim Wyman, he will help keep our state and local elections safe and secure"
159,"It is time we stand up to those who challenge the integrity of our elections, who undermine basic democratic principles and who would do away with the rule of law"
160," I call on all legislators, Democrat and Republican, to acknowledge forcefully that the 2020 elections were won fair and square under our Constitution – and to denounce those officials who spread deception that strikes at the foundation of democracy"
161,10Governor Jay Inslee2022 State of the State AddressSo I think we should outlaw efforts by politicians to knowingly spread lies about elections when those lies result in violence – violence we have already seen in state capitals and our nation’s capital
162," As we close today, I will reiterate that this may be a “short session,” but it is unlike any in our history"
163, We must act according to what this moment demands
164, We must be big
165, We must be bold
166," We must act at a scale commensurate to our challenges because of the multiple, urgent crises facing our state"
167, Too much is at stake
168, I am confident we can do this – because I have seen the Legislature rise to the moment before
169," But we must take action, this day"
170,We will continue to build our resiliency against COVID
171, We will meet the challenge of climate change while building the clean energy future with good jobs here in Washington
172, We will restore our children’s opportunities
173, We will make necessary revisions to our long-term care bill and our police accountability measures
174, We will protect salmon and bring back our orca
175, We will house those impacted by homelessness and behavioral health conditions and provide more affordable housing options for everyone
176, This is our charge
177, We can do this if we act together
178,There is no time to lose
179, We can start now by taking action – this day
180,Thank you
181,"11Governor Jay Inslee2022 State of the State AddressWashington State Office of the GovernorLegislative Building • PO Box 40002Olympia, WA  98504-0002 • 360-902-4111 • Fax 360-753-4110"
